,Name,Party,State,Bill:,Congress-Session:,Category
624,Richard Hudson,Republican Party,North Carolina,HJRes 11,117- 1,Cosponsor
625,Ted Budd,Republican Party,North Carolina,HJRes 11,117- 1,Cosponsor
626,Patrick T. McHenry,Republican Party,North Carolina,HJRes 11,117- 1,Cosponsor
627,Gregory Francis Murphy,Republican Party,North Carolina,HJRes 11,117- 1,Cosponsor
628,David Cawthorn,Republican Party,North Carolina,HJRes 11,117- 1,Cosponsor
629,Kelly Armstrong,Republican Party,North Dakota,HJRes 11,117- 1,Cosponsor
630,David P. Joyce,Republican Party,Ohio,HJRes 11,117- 1,Cosponsor
631,Troy Balderson,Republican Party,Ohio,HJRes 11,117- 1,Cosponsor
632,Bob Gibbs,Republican Party,Ohio,HJRes 11,117- 1,Cosponsor
633,Robert E. Latta,Republican Party,Ohio,HJRes 11,117- 1,Cosponsor
634,Michael R. Turner,Republican Party,Ohio,HJRes 11,117- 1,Cosponsor
635,Warren Davidson,Republican Party,Ohio,HJRes 11,117- 1,Cosponsor
636,Tom Cole,Republican Party,Oklahoma,HJRes 11,117- 1,Cosponsor
637,Markwayne Mullin,Republican Party,Oklahoma,HJRes 11,117- 1,Cosponsor
638,Frank D. Lucas,Republican Party,Oklahoma,HJRes 11,117- 1,Cosponsor
639,Cliff Stewart Bentz,Republican Party,Oregon,HJRes 11,117- 1,Cosponsor
640,Mike Kelly,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
641,Fred Keller,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
642,Daniel Meuser,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
643,Scott Perry,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
644,Brian K. Fitzpatrick,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
645,Guy Reschenthaler,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
646,John Joyce,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
647,Lloyd Smucker,Republican Party,Pennsylvania,HJRes 11,117- 1,Cosponsor
648,Jeff Duncan,Republican Party,South Carolina,HJRes 11,117- 1,Cosponsor
649,William R. Timmons,Republican Party,South Carolina,HJRes 11,117- 1,Cosponsor
650,Joe G. Wilson,Republican Party,South Carolina,HJRes 11,117- 1,Cosponsor
651,Tom Rice,Republican Party,South Carolina,HJRes 11,117- 1,Cosponsor
652,Ralph Norman,Republican Party,South Carolina,HJRes 11,117- 1,Cosponsor
653,Nancy Ruth Mace,Republican Party,South Carolina,HJRes 11,117- 1,Cosponsor
654,Tim Burchett,Republican Party,Tennessee,HJRes 11,117- 1,Cosponsor
655,Diana Harshbarger,Republican Party,Tennessee,HJRes 11,117- 1,Cosponsor
656,Charles J. Fleischmann,Republican Party,Tennessee,HJRes 11,117- 1,Cosponsor
657,Scott DesJarlais,Republican Party,Tennessee,HJRes 11,117- 1,Cosponsor
658,August Lee Pfluger II,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
659,Brian Babin,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
660,Randy K. Weber Sr.,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
661,Lance Gooden,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
662,Van Taylor,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
663,Beth Ann Van Duyne,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
664,Dan Crenshaw,Republican Party,Texas,HJRes 11,117- 1,Cosponsor
665,John R. Curtis,Republican Party,Utah,HJRes 11,117- 1,Cosponsor
666,Chris Stewart,Republican Party,Utah,HJRes 11,117- 1,Cosponsor
667,Clarence Owens,Republican Party,Utah,HJRes 11,117- 1,Cosponsor
668,Ben Cline,Republican Party,Virginia,HJRes 11,117- 1,Cosponsor
669,Robert G. Good,Republican Party,Virginia,HJRes 11,117- 1,Cosponsor
670,Robert J. Wittman,Republican Party,Virginia,HJRes 11,117- 1,Cosponsor
671,Jaime Herrera Beutler,Republican Party,Washington,HJRes 11,117- 1,Cosponsor
672,Cathy McMorris Rodgers,Republican Party,Washington,HJRes 11,117- 1,Cosponsor
673,David B. McKinley,Republican Party,West Virginia,HJRes 11,117- 1,Cosponsor
674,Carol D. Miller,Republican Party,West Virginia,HJRes 11,117- 1,Cosponsor
675,Thomas P. Tiffany,Republican Party,Wisconsin,HJRes 11,117- 1,Cosponsor
676,Glenn Grothman,Republican Party,Wisconsin,HJRes 11,117- 1,Cosponsor
677,Scott L. Fitzgerald,Republican Party,Wisconsin,HJRes 11,117- 1,Cosponsor
678,John Ashcroft,Republican Party,Missouri,SJRes 45,106- 2,Primary
679,Richard Zimmer,Republican Party,New Jersey,HJRes 46,104- 1,Primary
680,James Robert Williams,Democratic Party,Illinois,HRes 3,52- 1,Primary
681,Major R. Owens,Democratic Party,New York,HJRes 172,101- 1,Primary
682,Richard Wellington Townshend,Democratic Party,Illinois,HRes 8,50- 1,Primary
683,Benjamin Augustine Enloe,Democratic Party,Tennessee,HRes 38,53- 1,Primary
684,Victor Herbert Fazio Jr.,Democratic Party,California,HJRes 246,102- 1,Primary
685,John T. Doolittle,Republican Party,California,HJRes 37,105- 1,Primary
686,Robert Stump,Republican Party,Arizona,HJRes 37,105- 1,Cosponsor
687,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 37,105- 1,Cosponsor
688,Virgil H. Goode Jr.,Democratic Party,Virginia,HJRes 37,105- 1,Cosponsor
689,Earl Cory Michener,Republican Party,Michigan,HJRes 27,80- 1,Primary
690,Thomas G. Tancredo,Republican Party,Colorado,HJRes 19,110- 1,Primary
691,Dan L. Burton,Republican Party,Indiana,HJRes 19,110- 1,Cosponsor
692,Sam B. Graves,Republican Party,Missouri,HJRes 19,110- 1,Cosponsor
693,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 19,110- 1,Cosponsor
694,David Davis,Republican Party,Tennessee,HJRes 19,110- 1,Cosponsor
695,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 19,110- 1,Cosponsor
696,Jon Tester,Democratic Party,Montana,SJRes 7,114- 1,Primary
697,Sheldon Whitehouse,Democratic Party,Rhode Island,SJRes 7,114- 1,Cosponsor
698,Mark E. Green,Republican Party,Tennessee,HJRes 52,116- 1,Primary
699,Ted S. Yoho,Republican Party,Florida,HJRes 52,116- 1,Cosponsor
700,Mike Johnson,Republican Party,Louisiana,HJRes 52,116- 1,Cosponsor
701,David Rouzer,Republican Party,North Carolina,HJRes 52,116- 1,Cosponsor
702,Mark Meadows,Republican Party,North Carolina,HJRes 52,116- 1,Cosponsor
703,Ralph Norman Jr.,Republican Party,South Carolina,HJRes 52,116- 1,Cosponsor
704,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 29,112- 1,Primary
705,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 29,112- 1,Cosponsor
706,Karen Bass,Democratic Party,California,HJRes 29,112- 1,Cosponsor
707,Barbara Lee,Democratic Party,California,HJRes 29,112- 1,Cosponsor
708,Bob Filner,Democratic Party,California,HJRes 29,112- 1,Cosponsor
709,Corrine Brown,Democratic Party,Florida,HJRes 29,112- 1,Cosponsor
710,David Scott,Democratic Party,Georgia,HJRes 29,112- 1,Cosponsor
711,John R. Lewis,Democratic Party,Georgia,HJRes 29,112- 1,Cosponsor
712,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 29,112- 1,Cosponsor
713,Bobby L. Rush,Democratic Party,Illinois,HJRes 29,112- 1,Cosponsor
714,Danny K. Davis,Democratic Party,Illinois,HJRes 29,112- 1,Cosponsor
715,André Carson,Democratic Party,Indiana,HJRes 29,112- 1,Cosponsor
716,Elijah E. Cummings,Democratic Party,Maryland,HJRes 29,112- 1,Cosponsor
717,John Conyers Jr.,Democratic Party,Michigan,HJRes 29,112- 1,Cosponsor
718,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 29,112- 1,Cosponsor
719,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 29,112- 1,Cosponsor
720,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 29,112- 1,Cosponsor
721,Emanuel Cleaver II,Democratic Party,Missouri,HJRes 29,112- 1,Cosponsor
722,Donald M. Payne,Democratic Party,New Jersey,HJRes 29,112- 1,Cosponsor
723,Charles B. Rangel,Democratic Party,New York,HJRes 29,112- 1,Cosponsor
724,Edolphus Towns,Democratic Party,New York,HJRes 29,112- 1,Cosponsor
725,Melvin L. Watt,Democratic Party,North Carolina,HJRes 29,112- 1,Cosponsor
726,George Kenneth Butterfield Jr.,Democratic Party,North Carolina,HJRes 29,112- 1,Cosponsor
727,Marcia L. Fudge,Democratic Party,Ohio,HJRes 29,112- 1,Cosponsor
728,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 29,112- 1,Cosponsor
729,Marcy Kaptur,Democratic Party,Ohio,HJRes 29,112- 1,Cosponsor
730,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 29,112- 1,Cosponsor
731,James E. Clyburn,Democratic Party,South Carolina,HJRes 29,112- 1,Cosponsor
732,Sheila Jackson Lee,Democratic Party,Texas,HJRes 29,112- 1,Cosponsor
733,Daniel Wolsey Voorhees,Democratic Party,Indiana,SRes 24,48- 1,Primary
734,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 34,110- 1,Primary
735,Earl Thomas Coleman,Republican Party,Missouri,HJRes 193,102- 1,Primary
736,Joseph Matthew Gaydos,Democratic Party,Pennsylvania,HJRes 340,101- 1,Primary
737,Clyde Cecil Holloway,Republican Party,Louisiana,HJRes 340,101- 1,Cosponsor
738,Stacey Plaskett,Democratic Party,Virgin Islands,HJRes 24,116- 1,Primary
739,Mark E. Green,Republican Party,Tennessee,HJRes 43,117- 1,Primary
740,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 96,106- 2,Primary
