,Name,Party,State,Bill:,Congress-Session:,Category
671,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 3,104- 1,Cosponsor
672,David Minge,Democratic Party,Minnesota,HJRes 3,104- 1,Cosponsor
673,James M. Talent,Republican Party,Missouri,HJRes 3,104- 1,Cosponsor
674,Melton D. Hancock,Republican Party,Missouri,HJRes 3,104- 1,Cosponsor
675,Jon Lynn Christensen,Republican Party,Nebraska,HJRes 3,104- 1,Cosponsor
676,John Eric Ensign,Republican Party,Nevada,HJRes 3,104- 1,Cosponsor
677,Charles F. Bass,Republican Party,New Hampshire,HJRes 3,104- 1,Cosponsor
678,Michael P. Forbes,Republican Party,New York,HJRes 3,104- 1,Cosponsor
679,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 3,104- 1,Cosponsor
680,Fred Heineman,Republican Party,North Carolina,HJRes 3,104- 1,Cosponsor
681,Richard M. Burr,Republican Party,North Carolina,HJRes 3,104- 1,Cosponsor
682,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 3,104- 1,Cosponsor
683,Sue W. Myrick,Republican Party,North Carolina,HJRes 3,104- 1,Cosponsor
684,Steve J. Chabot,Republican Party,Ohio,HJRes 3,104- 1,Cosponsor
685,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 3,104- 1,Cosponsor
686,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 3,104- 1,Cosponsor
687,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 3,104- 1,Cosponsor
688,Wes Cooley,Republican Party,Oregon,HJRes 3,104- 1,Cosponsor
689,Jon D. Fox,Republican Party,Pennsylvania,HJRes 3,104- 1,Cosponsor
690,Lindsey O. Graham,Republican Party,South Carolina,HJRes 3,104- 1,Cosponsor
691,Marshall Sanford,Republican Party,South Carolina,HJRes 3,104- 1,Cosponsor
692,Richard K. Armey,Republican Party,Texas,HJRes 3,104- 1,Cosponsor
693,Lamar S. Smith,Republican Party,Texas,HJRes 3,104- 1,Cosponsor
694,Mac M. Thornberry,Republican Party,Texas,HJRes 3,104- 1,Cosponsor
695,Steve Stockman,Republican Party,Texas,HJRes 3,104- 1,Cosponsor
696,Jack Milton Fields Jr.,Republican Party,Texas,HJRes 3,104- 1,Cosponsor
697,Thomas M. Davis III,Republican Party,Virginia,HJRes 3,104- 1,Cosponsor
698,Jennifer B. Dunn,Republican Party,Washington,HJRes 3,104- 1,Cosponsor
699,Jack Metcalf,Republican Party,Washington,HJRes 3,104- 1,Cosponsor
700,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 3,104- 1,Cosponsor
701,Linda Smith,Republican Party,Washington,HJRes 3,104- 1,Cosponsor
702,Randy J. Tate,Republican Party,Washington,HJRes 3,104- 1,Cosponsor
703,Toby A. Roth,Republican Party,Wisconsin,HJRes 3,104- 1,Cosponsor
704,Barbara L. Cubin,Republican Party,Wyoming,HJRes 3,104- 1,Cosponsor
705,Ernest J. Istook Jr.,Republican Party,Oklahoma,HJRes 53,106- 1,Primary
706,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 53,106- 1,Cosponsor
707,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 53,106- 1,Cosponsor
708,Jay Dickey,Republican Party,Arkansas,HJRes 53,106- 1,Cosponsor
709,Tom Campbell,Republican Party,California,HJRes 53,106- 1,Cosponsor
710,C. Christopher Cox,Republican Party,California,HJRes 53,106- 1,Cosponsor
711,John T. Doolittle,Republican Party,California,HJRes 53,106- 1,Cosponsor
712,Walter Herger,Republican Party,California,HJRes 53,106- 1,Cosponsor
713,Howard P. McKeon,Republican Party,California,HJRes 53,106- 1,Cosponsor
714,Ken S. Calvert,Republican Party,California,HJRes 53,106- 1,Cosponsor
715,Gary G. Miller,Republican Party,California,HJRes 53,106- 1,Cosponsor
716,Bob Schaffer,Republican Party,Colorado,HJRes 53,106- 1,Cosponsor
717,Thomas G. Tancredo,Republican Party,Colorado,HJRes 53,106- 1,Cosponsor
718,Joel Hefley,Republican Party,Colorado,HJRes 53,106- 1,Cosponsor
719,Christopher H. Shays,Republican Party,Connecticut,HJRes 53,106- 1,Cosponsor
720,Mark Adam Foley,Republican Party,Florida,HJRes 53,106- 1,Cosponsor
721,Dan Miller,Republican Party,Florida,HJRes 53,106- 1,Cosponsor
722,Clifford B. Stearns,Republican Party,Florida,HJRes 53,106- 1,Cosponsor
723,Saxby Chambliss,Republican Party,Georgia,HJRes 53,106- 1,Cosponsor
724,John H. Isakson,Republican Party,Georgia,HJRes 53,106- 1,Cosponsor
725,Michael K. Simpson,Republican Party,Idaho,HJRes 53,106- 1,Cosponsor
726,Ray H. LaHood,Republican Party,Illinois,HJRes 53,106- 1,Cosponsor
727,John M. Shimkus,Republican Party,Illinois,HJRes 53,106- 1,Cosponsor
728,Gerald C. Weller,Republican Party,Illinois,HJRes 53,106- 1,Cosponsor
729,Thomas W. Ewing,Republican Party,Illinois,HJRes 53,106- 1,Cosponsor
730,Dan L. Burton,Republican Party,Indiana,HJRes 53,106- 1,Cosponsor
731,David M. McIntosh,Republican Party,Indiana,HJRes 53,106- 1,Cosponsor
732,Todd Tiahrt,Republican Party,Kansas,HJRes 53,106- 1,Cosponsor
733,Jim R. Ryun,Republican Party,Kansas,HJRes 53,106- 1,Cosponsor
734,James O. McCrery III,Republican Party,Louisiana,HJRes 53,106- 1,Cosponsor
735,David Vitter,Republican Party,Louisiana,HJRes 53,106- 1,Cosponsor
736,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 53,106- 1,Cosponsor
737,Peter Hoekstra,Republican Party,Michigan,HJRes 53,106- 1,Cosponsor
738,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 53,106- 1,Cosponsor
739,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 53,106- 1,Cosponsor
740,James M. Talent,Republican Party,Missouri,HJRes 53,106- 1,Cosponsor
741,Roy Blunt,Republican Party,Missouri,HJRes 53,106- 1,Cosponsor
742,Pat Danner,Democratic Party,Missouri,HJRes 53,106- 1,Cosponsor
743,Lee R. Terry,Republican Party,Nebraska,HJRes 53,106- 1,Cosponsor
744,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 53,106- 1,Cosponsor
745,Heather A. Wilson,Republican Party,New Mexico,HJRes 53,106- 1,Cosponsor
746,Sue W. Myrick,Republican Party,North Carolina,HJRes 53,106- 1,Cosponsor
747,Robin C. Hayes,Republican Party,North Carolina,HJRes 53,106- 1,Cosponsor
748,Cass Ballenger,Republican Party,North Carolina,HJRes 53,106- 1,Cosponsor
749,John R. Kasich,Republican Party,Ohio,HJRes 53,106- 1,Cosponsor
750,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 53,106- 1,Cosponsor
751,J.C. Watts,Republican Party,Oklahoma,HJRes 53,106- 1,Cosponsor
752,John E. Peterson,Republican Party,Pennsylvania,HJRes 53,106- 1,Cosponsor
753,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 53,106- 1,Cosponsor
754,W. Curtis Weldon,Republican Party,Pennsylvania,HJRes 53,106- 1,Cosponsor
755,William F. Goodling,Republican Party,Pennsylvania,HJRes 53,106- 1,Cosponsor
756,Jim W. DeMint,Republican Party,South Carolina,HJRes 53,106- 1,Cosponsor
757,Marshall Sanford,Republican Party,South Carolina,HJRes 53,106- 1,Cosponsor
758,Lindsey O. Graham,Republican Party,South Carolina,HJRes 53,106- 1,Cosponsor
759,William Lewis Jenkins,Republican Party,Tennessee,HJRes 53,106- 1,Cosponsor
760,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 53,106- 1,Cosponsor
761,Richard K. Armey,Republican Party,Texas,HJRes 53,106- 1,Cosponsor
762,Ralph M. Hall,Democratic Party,Texas,HJRes 53,106- 1,Cosponsor
763,Sam Robert Johnson,Republican Party,Texas,HJRes 53,106- 1,Cosponsor
764,Pete A. Sessions,Republican Party,Texas,HJRes 53,106- 1,Cosponsor
765,Virgil H. Goode Jr.,Independent,Virginia,HJRes 53,106- 1,Cosponsor
766,Thomas M. Davis III,Republican Party,Virginia,HJRes 53,106- 1,Cosponsor
767,Bob W. Goodlatte,Republican Party,Virginia,HJRes 53,106- 1,Cosponsor
768,Jack Metcalf,Republican Party,Washington,HJRes 53,106- 1,Cosponsor
769,Doc Hastings,Republican Party,Washington,HJRes 53,106- 1,Cosponsor
770,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 53,106- 1,Cosponsor
771,Thomas E. Petri,Republican Party,Wisconsin,HJRes 53,106- 1,Cosponsor
772,Paul D. Ryan,Republican Party,Wisconsin,HJRes 53,106- 1,Cosponsor
773,Barbara L. Cubin,Republican Party,Wyoming,HJRes 53,106- 1,Cosponsor
774,Robert C. Byrd,Democratic Party,West Virginia,SJRes 15,105- 1,Primary
775,Wendell Hampton Ford,Democratic Party,Kentucky,SJRes 15,105- 1,Cosponsor
776,Trent Lott,Republican Party,Mississippi,SJRes 15,105- 1,Cosponsor
777,Robert Smith,Republican Party,New Hampshire,SJRes 15,105- 1,Cosponsor
778,Ernest F. Hollings,Democratic Party,South Carolina,SJRes 15,105- 1,Cosponsor
779,Steve A. King,Republican Party,Iowa,HJRes 30,115- 1,Primary
780,John Edward Raker,Democratic Party,California,HJRes 1,65- 2,Primary
781,H. L. Callahan,Republican Party,Alabama,HJRes 88,104- 1,Primary
782,Terry Everett,Republican Party,Alabama,HJRes 88,104- 1,Cosponsor
783,Robert Stump,Republican Party,Arizona,HJRes 88,104- 1,Cosponsor
784,James A. Traficant Jr.,Democratic Party,Ohio,HJRes 88,104- 1,Cosponsor
785,James P. McGovern,Democratic Party,Massachusetts,HJRes 88,115- 1,Primary
786,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 88,115- 1,Cosponsor
787,Mark Takano,Democratic Party,California,HJRes 88,115- 1,Cosponsor
788,Ted Lieu,Democratic Party,California,HJRes 88,115- 1,Cosponsor
789,Barbara Lee,Democratic Party,California,HJRes 88,115- 1,Cosponsor
790,David Loebsack,Democratic Party,Iowa,HJRes 88,115- 1,Cosponsor
791,Chellie Pingree,Democratic Party,Maine,HJRes 88,115- 1,Cosponsor
792,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 88,115- 1,Cosponsor
793,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 88,115- 1,Cosponsor
794,William R. Keating,Democratic Party,Massachusetts,HJRes 88,115- 1,Cosponsor
795,Katherine M. Clark,Democratic Party,Massachusetts,HJRes 88,115- 1,Cosponsor
796,Niki S. Tsongas,Democratic Party,Massachusetts,HJRes 88,115- 1,Cosponsor
797,Peter A. DeFazio,Democratic Party,Oregon,HJRes 88,115- 1,Cosponsor
798,James R. Langevin,Democratic Party,Rhode Island,HJRes 88,115- 1,Cosponsor
799,Jim Cooper,Democratic Party,Tennessee,HJRes 88,115- 1,Cosponsor
800,Steve Cohen,Democratic Party,Tennessee,HJRes 88,115- 1,Cosponsor
801,Peter Welch,Democratic Party,Vermont,HJRes 88,115- 1,Cosponsor
802,Andy Biggs,Republican Party,Arizona,HJRes 40,117- 1,Primary
803,Mo Brooks,Republican Party,Alabama,HJRes 40,117- 1,Cosponsor
804,Paul A. Gosar,Republican Party,Arizona,HJRes 40,117- 1,Cosponsor
805,Ken Buck,Republican Party,Colorado,HJRes 40,117- 1,Cosponsor
806,Jody B. Hice,Republican Party,Georgia,HJRes 40,117- 1,Cosponsor
807,Yvette Herrell,Republican Party,New Mexico,HJRes 40,117- 1,Cosponsor
808,Ted Budd,Republican Party,North Carolina,HJRes 40,117- 1,Cosponsor
809,Dan Bishop,Republican Party,North Carolina,HJRes 40,117- 1,Cosponsor
810,Bob Gibbs,Republican Party,Ohio,HJRes 40,117- 1,Cosponsor
811,Louie B. Gohmert Jr.,Republican Party,Texas,HJRes 40,117- 1,Cosponsor
812,Randy K. Weber Sr.,Republican Party,Texas,HJRes 40,117- 1,Cosponsor
813,Lance Gooden,Republican Party,Texas,HJRes 40,117- 1,Cosponsor
814,Robert G. Good,Republican Party,Virginia,HJRes 40,117- 1,Cosponsor
815,Robert C. Byrd,Democratic Party,West Virginia,SJRes 35,109- 2,Primary
816,Saxby Chambliss,Republican Party,Georgia,SJRes 35,109- 2,Cosponsor
817,Trent Lott,Republican Party,Mississippi,SJRes 35,109- 2,Cosponsor
818,Thad Cochran,Republican Party,Mississippi,SJRes 35,109- 2,Cosponsor
819,Elizabeth H. Dole,Republican Party,North Carolina,SJRes 35,109- 2,Cosponsor
820,James M. Inhofe,Republican Party,Oklahoma,SJRes 35,109- 2,Cosponsor
821,John D. Rockefeller IV,Democratic Party,West Virginia,SJRes 35,109- 2,Cosponsor
822,Karl Earl Mundt,Republican Party,South Dakota,SJRes 12,87- 1,Primary
823,John Little McClellan,Democratic Party,Arkansas,SJRes 12,87- 1,Cosponsor
824,Thruston Ballard Morton,Republican Party,Kentucky,SJRes 12,87- 1,Cosponsor
825,Roman Lee Hruska,Republican Party,Nebraska,SJRes 12,87- 1,Cosponsor
826,J. Strom Thurmond,Republican Party,South Carolina,SJRes 12,87- 1,Cosponsor
827,William Arvis Blakley,Democratic Party,Texas,SJRes 12,87- 1,Cosponsor
828,David Henry Mercer,Republican Party,Nebraska,HRes 72,53- 1,Primary
829,James P. McGovern,Democratic Party,Massachusetts,HJRes 23,114- 1,Primary
830,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 23,114- 1,Cosponsor
831,Sam Farr,Democratic Party,California,HJRes 23,114- 1,Cosponsor
832,Barbara Lee,Democratic Party,California,HJRes 23,114- 1,Cosponsor
833,Mark Takano,Democratic Party,California,HJRes 23,114- 1,Cosponsor
834,Grace F. Napolitano,Democratic Party,California,HJRes 23,114- 1,Cosponsor
835,David Loebsack,Democratic Party,Iowa,HJRes 23,114- 1,Cosponsor
836,Chellie Pingree,Democratic Party,Maine,HJRes 23,114- 1,Cosponsor
837,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 23,114- 1,Cosponsor
838,Katherine M. Clark,Democratic Party,Massachusetts,HJRes 23,114- 1,Cosponsor
839,Joseph P. Kennedy III,Democratic Party,Massachusetts,HJRes 23,114- 1,Cosponsor
840,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 23,114- 1,Cosponsor
841,William R. Keating,Democratic Party,Massachusetts,HJRes 23,114- 1,Cosponsor
842,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 23,114- 1,Cosponsor
843,Bill J. Pascrell Jr.,Democratic Party,New Jersey,HJRes 23,114- 1,Cosponsor
844,Peter A. DeFazio,Democratic Party,Oregon,HJRes 23,114- 1,Cosponsor
845,Earl Blumenauer,Democratic Party,Oregon,HJRes 23,114- 1,Cosponsor
846,James R. Langevin,Democratic Party,Rhode Island,HJRes 23,114- 1,Cosponsor
847,Steve Cohen,Democratic Party,Tennessee,HJRes 23,114- 1,Cosponsor
848,Jim Cooper,Democratic Party,Tennessee,HJRes 23,114- 1,Cosponsor
849,Peter Welch,Democratic Party,Vermont,HJRes 23,114- 1,Cosponsor
850,Jim A. McDermott,Democratic Party,Washington,HJRes 23,114- 1,Cosponsor
851,Samuel Willis Tucker Lanham,Democratic Party,Texas,HRes 31,52- 1,Primary
852,Richard M. Nolan,Democratic Party,Minnesota,HJRes 29,113- 1,Primary
853,Jared Huffman,Democratic Party,California,HJRes 29,113- 1,Cosponsor
854,Matthew A. Cartwright,Democratic Party,Pennsylvania,HJRes 29,113- 1,Cosponsor
855,Mark Pocan,Democratic Party,Wisconsin,HJRes 29,113- 1,Cosponsor
856,John Conyers Jr.,Democratic Party,Michigan,HJRes 67,108- 1,Primary
857,Brad J. Sherman,Democratic Party,California,HJRes 67,108- 1,Cosponsor
858,Steve Stockman,Republican Party,Texas,HJRes 87,104- 1,Primary
859,Matt Salmon,Republican Party,Arizona,HJRes 87,104- 1,Cosponsor
860,Matt Salmon,Republican Party,Arizona,HJRes 87,104- 1,Cosponsor
861,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 87,104- 1,Cosponsor
862,Dan L. Burton,Republican Party,Indiana,HJRes 87,104- 1,Cosponsor
863,Melton D. Hancock,Republican Party,Missouri,HJRes 87,104- 1,Cosponsor
864,David Funderburk,Republican Party,North Carolina,HJRes 87,104- 1,Cosponsor
865,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 87,104- 1,Cosponsor
866,William Robert Moore,Republican Party,Tennessee,HRes 321,47- 2,Primary
867,Robert C. Byrd,Democratic Party,West Virginia,SJRes 11,110- 1,Primary
868,Saxby Chambliss,Republican Party,Georgia,SJRes 11,110- 1,Cosponsor
869,John H. Isakson,Republican Party,Georgia,SJRes 11,110- 1,Cosponsor
870,Thad Cochran,Republican Party,Mississippi,SJRes 11,110- 1,Cosponsor
871,Trent Lott,Republican Party,Mississippi,SJRes 11,110- 1,Cosponsor
872,Elizabeth H. Dole,Republican Party,North Carolina,SJRes 11,110- 1,Cosponsor
873,James M. Inhofe,Republican Party,Oklahoma,SJRes 11,110- 1,Cosponsor
874,John D. Rockefeller IV,Democratic Party,West Virginia,SJRes 11,110- 1,Cosponsor
875,Richard Andrew Gephardt,Democratic Party,Missouri,HJRes 496,102- 2,Primary
876,George Edward Sangmeister,Democratic Party,Illinois,HJRes 496,102- 2,Cosponsor
877,John W. Olver,Democratic Party,Massachusetts,HJRes 496,102- 2,Cosponsor
878,Dave Lee Camp,Republican Party,Michigan,HJRes 496,102- 2,Cosponsor
879,Gerald Edward Sikorski,Democratic Party,Minnesota,HJRes 496,102- 2,Cosponsor
880,Michael R. McNulty,Democratic Party,New York,HJRes 496,102- 2,Cosponsor
881,Michael J. Kopetski,Democratic Party,Oregon,HJRes 496,102- 2,Cosponsor
882,Bernard Sanders,Independent,Vermont,HJRes 496,102- 2,Cosponsor
883,James R. Olin,Democratic Party,Virginia,HJRes 496,102- 2,Cosponsor
884,Owen B. Pickett,Democratic Party,Virginia,HJRes 496,102- 2,Cosponsor
885,Robert E. Wise Jr.,Democratic Party,West Virginia,HJRes 496,102- 2,Cosponsor
886,Ron de Lugo,Democratic Party,Virgin Islands,HJRes 195,103- 1,Primary
887,Eni F. H. Faleomavaega,Democratic Party,American Samoa,HJRes 195,103- 1,Cosponsor
888,Ed Pastor,Democratic Party,Arizona,HJRes 195,103- 1,Cosponsor
889,Howard L. Berman,Democratic Party,California,HJRes 195,103- 1,Cosponsor
890,Ronald Vernie Dellums,Democratic Party,California,HJRes 195,103- 1,Cosponsor
891,William Donlon Edwards,Democratic Party,California,HJRes 195,103- 1,Cosponsor
892,Bob Filner,Democratic Party,California,HJRes 195,103- 1,Cosponsor
893,Lucille Roybal-Allard,Democratic Party,California,HJRes 195,103- 1,Cosponsor
894,Maxine Waters,Democratic Party,California,HJRes 195,103- 1,Cosponsor
895,Robert T. Matsui,Democratic Party,California,HJRes 195,103- 1,Cosponsor
896,Esteban Edward Torres,Democratic Party,California,HJRes 195,103- 1,Cosponsor
897,Xavier Becerra,Democratic Party,California,HJRes 195,103- 1,Cosponsor
898,Patricia Scott Schroeder,Democratic Party,Colorado,HJRes 195,103- 1,Cosponsor
899,Alcee L. Hastings,Democratic Party,Florida,HJRes 195,103- 1,Cosponsor
900,Carrie Meek,Democratic Party,Florida,HJRes 195,103- 1,Cosponsor
901,Peter Deutsch,Democratic Party,Florida,HJRes 195,103- 1,Cosponsor
902,John R. Lewis,Democratic Party,Georgia,HJRes 195,103- 1,Cosponsor
903,Robert A. Underwood,Democratic Party,Guam,HJRes 195,103- 1,Cosponsor
904,Patsy Takemoto Mink,Democratic Party,Hawaii,HJRes 195,103- 1,Cosponsor
905,Neil Abercrombie,Democratic Party,Hawaii,HJRes 195,103- 1,Cosponsor
906,Cardiss Collins,Democratic Party,Illinois,HJRes 195,103- 1,Cosponsor
907,Kweisi Mfume,Democratic Party,Maryland,HJRes 195,103- 1,Cosponsor
908,Barney Frank,Democratic Party,Massachusetts,HJRes 195,103- 1,Cosponsor
909,David E. Bonior,Democratic Party,Michigan,HJRes 195,103- 1,Cosponsor
910,Barbara-Rose Collins,Democratic Party,Michigan,HJRes 195,103- 1,Cosponsor
911,Timothy Joseph Penny,Democratic Party,Minnesota,HJRes 195,103- 1,Cosponsor
912,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 195,103- 1,Cosponsor
913,Martin Olav Sabo,Democratic Party,Minnesota,HJRes 195,103- 1,Cosponsor
914,Bruce F. Vento,Democratic Party,Minnesota,HJRes 195,103- 1,Cosponsor
915,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 195,103- 1,Cosponsor
916,William Lacy Clay Sr.,Democratic Party,Missouri,HJRes 195,103- 1,Cosponsor
917,Robert Menendez,Democratic Party,New Jersey,HJRes 195,103- 1,Cosponsor
918,Charles B. Rangel,Democratic Party,New York,HJRes 195,103- 1,Cosponsor
919,José E. Serrano,Democratic Party,New York,HJRes 195,103- 1,Cosponsor
920,Eliot L. Engel,Democratic Party,New York,HJRes 195,103- 1,Cosponsor
921,Maurice D. Hinchey,Democratic Party,New York,HJRes 195,103- 1,Cosponsor
922,Peter A. DeFazio,Democratic Party,Oregon,HJRes 195,103- 1,Cosponsor
923,Austin John Murphy,Democratic Party,Pennsylvania,HJRes 195,103- 1,Cosponsor
924,Ronald D’Emory Coleman,Democratic Party,Texas,HJRes 195,103- 1,Cosponsor
925,Eligio II de la Garza,Democratic Party,Texas,HJRes 195,103- 1,Cosponsor
926,Henry Barbosa González,Democratic Party,Texas,HJRes 195,103- 1,Cosponsor
927,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 195,103- 1,Cosponsor
928,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 195,103- 1,Cosponsor
