,Name,Party,State,Bill:,Congress-Session:,Category
141,Tom Graves,Republican Party,Georgia,HJRes 84,112- 1,Cosponsor
142,Jack Kingston,Republican Party,Georgia,HJRes 84,112- 1,Cosponsor
143,Raúl R. Labrador,Republican Party,Idaho,HJRes 84,112- 1,Cosponsor
144,Joe Walsh,Republican Party,Illinois,HJRes 84,112- 1,Cosponsor
145,Marlin A. Stutzman,Republican Party,Indiana,HJRes 84,112- 1,Cosponsor
146,Steve A. King,Republican Party,Iowa,HJRes 84,112- 1,Cosponsor
147,James Lankford,Republican Party,Oklahoma,HJRes 84,112- 1,Cosponsor
148,Jeff Duncan,Republican Party,South Carolina,HJRes 84,112- 1,Cosponsor
149,Joe G. Wilson,Republican Party,South Carolina,HJRes 84,112- 1,Cosponsor
150,Bill Flores,Republican Party,Texas,HJRes 84,112- 1,Cosponsor
151,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 42,113- 1,Primary
152,Major R. Owens,Democratic Party,New York,HJRes 438,102- 2,Primary
153,Bob Inglis,Republican Party,South Carolina,HJRes 160,103- 1,Primary
154,Jay Dickey,Republican Party,Arkansas,HJRes 160,103- 1,Cosponsor
155,Tim Hutchinson,Republican Party,Arkansas,HJRes 160,103- 1,Cosponsor
156,C. Christopher Cox,Republican Party,California,HJRes 160,103- 1,Cosponsor
157,Jay Kim,Republican Party,California,HJRes 160,103- 1,Cosponsor
158,Edward R. Royce,Republican Party,California,HJRes 160,103- 1,Cosponsor
159,Robert Kenneth Dornan,Republican Party,California,HJRes 160,103- 1,Cosponsor
160,Porter J. Goss,Republican Party,Florida,HJRes 160,103- 1,Cosponsor
161,Philip M. Crane,Republican Party,Illinois,HJRes 160,103- 1,Cosponsor
162,Ron Lewis,Republican Party,Kentucky,HJRes 160,103- 1,Cosponsor
163,Martin T. Meehan,Democratic Party,Massachusetts,HJRes 160,103- 1,Cosponsor
164,James A. Barcia,Democratic Party,Michigan,HJRes 160,103- 1,Cosponsor
165,Nick Smith,Republican Party,Michigan,HJRes 160,103- 1,Cosponsor
166,Peter Hoekstra,Republican Party,Michigan,HJRes 160,103- 1,Cosponsor
167,Melton D. Hancock,Republican Party,Missouri,HJRes 160,103- 1,Cosponsor
168,James M. Talent,Republican Party,Missouri,HJRes 160,103- 1,Cosponsor
169,Frank D. Lucas,Republican Party,Oklahoma,HJRes 160,103- 1,Cosponsor
170,Arthur Ravenel Jr.,Republican Party,South Carolina,HJRes 160,103- 1,Cosponsor
171,Richard K. Armey,Republican Party,Texas,HJRes 160,103- 1,Cosponsor
172,Jack Milton Fields Jr.,Republican Party,Texas,HJRes 160,103- 1,Cosponsor
173,Craig Thomas,Republican Party,Wyoming,HJRes 160,103- 1,Cosponsor
174,William Vincent Allen,Populist Party,Nebraska,SRes 243,55- 3,Primary
175,James P. McGovern,Democratic Party,Massachusetts,HJRes 21,113- 1,Primary
176,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 21,113- 1,Cosponsor
177,Sam Farr,Democratic Party,California,HJRes 21,113- 1,Cosponsor
178,Barbara Lee,Democratic Party,California,HJRes 21,113- 1,Cosponsor
179,Mark Takano,Democratic Party,California,HJRes 21,113- 1,Cosponsor
180,Henry A. Waxman,Democratic Party,California,HJRes 21,113- 1,Cosponsor
181,Ed Perlmutter,Democratic Party,Colorado,HJRes 21,113- 1,Cosponsor
182,Chellie Pingree,Democratic Party,Maine,HJRes 21,113- 1,Cosponsor
183,John P. Sarbanes,Democratic Party,Maryland,HJRes 21,113- 1,Cosponsor
184,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
185,Joseph P. Kennedy III,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
186,Edward J. Markey,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
187,Niki S. Tsongas,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
188,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
189,John F. Tierney,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
190,Richard E. Neal,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
191,William R. Keating,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
192,Katherine M. Clark,Democratic Party,Massachusetts,HJRes 21,113- 1,Cosponsor
193,John Conyers Jr.,Democratic Party,Michigan,HJRes 21,113- 1,Cosponsor
194,John D. Dingell,Democratic Party,Michigan,HJRes 21,113- 1,Cosponsor
195,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 21,113- 1,Cosponsor
196,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 21,113- 1,Cosponsor
197,Carol Shea-Porter,Democratic Party,New Hampshire,HJRes 21,113- 1,Cosponsor
198,Louise McIntosh Slaughter,Democratic Party,New York,HJRes 21,113- 1,Cosponsor
199,Brian M. Higgins,Democratic Party,New York,HJRes 21,113- 1,Cosponsor
200,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 21,113- 1,Cosponsor
201,Peter A. DeFazio,Democratic Party,Oregon,HJRes 21,113- 1,Cosponsor
202,David N. Cicilline,Democratic Party,Rhode Island,HJRes 21,113- 1,Cosponsor
203,Steve Cohen,Democratic Party,Tennessee,HJRes 21,113- 1,Cosponsor
204,Jim Cooper,Democratic Party,Tennessee,HJRes 21,113- 1,Cosponsor
205,Lloyd A. Doggett,Democratic Party,Texas,HJRes 21,113- 1,Cosponsor
206,Gene Eugene Green,Democratic Party,Texas,HJRes 21,113- 1,Cosponsor
207,Jim A. McDermott,Democratic Party,Washington,HJRes 21,113- 1,Cosponsor
208,Adam Smith,Democratic Party,Washington,HJRes 21,113- 1,Cosponsor
209,Ron James Kind,Democratic Party,Wisconsin,HJRes 21,113- 1,Cosponsor
210,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 21,113- 1,Cosponsor
211,Harry M. Reid,Democratic Party,Nevada,SJRES 36,101- 1,Primary
212,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 30,109- 1,Primary
213,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 30,109- 1,Cosponsor
214,Fortney H. Stark,Democratic Party,California,HJRes 30,109- 1,Cosponsor
215,Maxine Waters,Democratic Party,California,HJRes 30,109- 1,Cosponsor
216,Diane E. Watson,Democratic Party,California,HJRes 30,109- 1,Cosponsor
217,Lynn C. Woolsey,Democratic Party,California,HJRes 30,109- 1,Cosponsor
218,Kendrick Brett Meek,Democratic Party,Florida,HJRes 30,109- 1,Cosponsor
219,Cynthia McKinney,Democratic Party,Georgia,HJRes 30,109- 1,Cosponsor
220,John R. Lewis,Democratic Party,Georgia,HJRes 30,109- 1,Cosponsor
221,Luis V. Gutiérrez,Democratic Party,Illinois,HJRes 30,109- 1,Cosponsor
222,Bobby L. Rush,Democratic Party,Illinois,HJRes 30,109- 1,Cosponsor
223,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 30,109- 1,Cosponsor
224,Danny K. Davis,Democratic Party,Illinois,HJRes 30,109- 1,Cosponsor
225,Julia M. Carson,Democratic Party,Indiana,HJRes 30,109- 1,Cosponsor
226,William J. Jefferson,Democratic Party,Louisiana,HJRes 30,109- 1,Cosponsor
227,Elijah E. Cummings,Democratic Party,Maryland,HJRes 30,109- 1,Cosponsor
228,John Conyers Jr.,Democratic Party,Michigan,HJRes 30,109- 1,Cosponsor
229,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 30,109- 1,Cosponsor
230,Emanuel Cleaver II,Democratic Party,Missouri,HJRes 30,109- 1,Cosponsor
231,Major R. Owens,Democratic Party,New York,HJRes 30,109- 1,Cosponsor
232,José E. Serrano,Democratic Party,New York,HJRes 30,109- 1,Cosponsor
233,Nydia M. Velázquez,Democratic Party,New York,HJRes 30,109- 1,Cosponsor
234,Maurice D. Hinchey,Democratic Party,New York,HJRes 30,109- 1,Cosponsor
235,Charles B. Rangel,Democratic Party,New York,HJRes 30,109- 1,Cosponsor
236,Melvin L. Watt,Democratic Party,North Carolina,HJRes 30,109- 1,Cosponsor
237,Stephanie Tubbs Jones,Democratic Party,Ohio,HJRes 30,109- 1,Cosponsor
238,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 30,109- 1,Cosponsor
239,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 30,109- 1,Cosponsor
240,Patrick Joseph Kennedy,Democratic Party,Rhode Island,HJRes 30,109- 1,Cosponsor
241,James E. Clyburn,Democratic Party,South Carolina,HJRes 30,109- 1,Cosponsor
242,Eddie Bernice Johnson,Democratic Party,Texas,HJRes 30,109- 1,Cosponsor
243,Bernard Sanders,Independent,Vermont,HJRes 30,109- 1,Cosponsor
244,Donna M. Christensen,Democratic Party,Virgin Islands,HJRes 30,109- 1,Cosponsor
245,Frank R. Wolf,Republican Party,Virginia,HJRes 323,101- 1,Primary
246,Ron Packard,Republican Party,California,HJRes 323,101- 1,Cosponsor
247,William David Lowery,Republican Party,California,HJRes 323,101- 1,Cosponsor
248,Robert Kenneth Dornan,Republican Party,California,HJRes 323,101- 1,Cosponsor
249,William Edwin Dannemeyer,Republican Party,California,HJRes 323,101- 1,Cosponsor
250,Elton W. Gallegly,Republican Party,California,HJRes 323,101- 1,Cosponsor
251,Robert John Lagomarsino,Republican Party,California,HJRes 323,101- 1,Cosponsor
252,Porter J. Goss,Republican Party,Florida,HJRes 323,101- 1,Cosponsor
253,Newton Leroy Gingrich,Republican Party,Georgia,HJRes 323,101- 1,Cosponsor
254,James Roy Rowland Jr.,Democratic Party,Georgia,HJRes 323,101- 1,Cosponsor
255,John Thomas Myers,Republican Party,Indiana,HJRes 323,101- 1,Cosponsor
256,Dan L. Burton,Republican Party,Indiana,HJRes 323,101- 1,Cosponsor
257,Robert Russell Whittaker,Republican Party,Kansas,HJRes 323,101- 1,Cosponsor
258,Pat Roberts,Republican Party,Kansas,HJRes 323,101- 1,Cosponsor
259,Harold Rogers,Republican Party,Kentucky,HJRes 323,101- 1,Cosponsor
260,Clyde Cecil Holloway,Republican Party,Louisiana,HJRes 323,101- 1,Cosponsor
261,William J. Tauzin,Democratic Party,Louisiana,HJRes 323,101- 1,Cosponsor
262,Carl Duane Pursell,Republican Party,Michigan,HJRes 323,101- 1,Cosponsor
263,Arlan Ingehart Stangeland,Republican Party,Minnesota,HJRes 323,101- 1,Cosponsor
264,Ike Skelton,Democratic Party,Missouri,HJRes 323,101- 1,Cosponsor
265,Barbara Farrell Vucanovich,Republican Party,Nevada,HJRes 323,101- 1,Cosponsor
266,Christopher H. Smith,Republican Party,New Jersey,HJRes 323,101- 1,Cosponsor
267,H. James Saxton,Republican Party,New Jersey,HJRes 323,101- 1,Cosponsor
268,Joseph Skeen,Republican Party,New Mexico,HJRes 323,101- 1,Cosponsor
269,Norman Frederick Lent,Republican Party,New York,HJRes 323,101- 1,Cosponsor
270,David O’Brien Martin,Republican Party,New York,HJRes 323,101- 1,Cosponsor
271,L. William Paxon,Republican Party,New York,HJRes 323,101- 1,Cosponsor
272,Raymond Joseph McGrath,Republican Party,New York,HJRes 323,101- 1,Cosponsor
273,James M. Inhofe,Republican Party,Oklahoma,HJRes 323,101- 1,Cosponsor
274,Arthur Ravenel Jr.,Republican Party,South Carolina,HJRes 323,101- 1,Cosponsor
275,Donald Kenneth Sundquist,Republican Party,Tennessee,HJRes 323,101- 1,Cosponsor
276,Stanford E. Parris,Republican Party,Virginia,HJRes 323,101- 1,Cosponsor
277,Tom Bliley,Republican Party,Virginia,HJRes 323,101- 1,Cosponsor
278,Lewis Franklin Payne Jr.,Democratic Party,Virginia,HJRes 323,101- 1,Cosponsor
279,Ed Lee Gossett,Democratic Party,Texas,HJRes 2,81- 1,Primary
280,Norman David Shumway,Republican Party,California,HR 364,101- 1,Primary
281,John Paul Hammerschmidt,Republican Party,Arkansas,HJRes 46,102- 1,Primary
282,John T. Doolittle,Republican Party,California,HJRes 46,102- 1,Cosponsor
283,Peter Hoekstra,Republican Party,Michigan,HJRes 105,104- 1,Primary
284,John James Blaine,Republican Party,Wisconsin,SJRes 211,72- 2,Primary
285,Candice S. Miller,Republican Party,Michigan,HJRes 6,110- 1,Primary
286,Don E. Young,Republican Party,Alaska,HJRes 6,110- 1,Cosponsor
287,John Boozman,Republican Party,Arkansas,HJRes 6,110- 1,Cosponsor
288,Brian P. Bilbray,Republican Party,California,HJRes 6,110- 1,Cosponsor
289,Thomas G. Tancredo,Republican Party,Colorado,HJRes 6,110- 1,Cosponsor
290,Ander Crenshaw,Republican Party,Florida,HJRes 6,110- 1,Cosponsor
291,Virginia Brown-Waite,Republican Party,Florida,HJRes 6,110- 1,Cosponsor
292,Jeff Miller,Republican Party,Florida,HJRes 6,110- 1,Cosponsor
293,Tom C. Feeney,Republican Party,Florida,HJRes 6,110- 1,Cosponsor
294,James Marshall,Democratic Party,Georgia,HJRes 6,110- 1,Cosponsor
295,Phil Gingrey,Republican Party,Georgia,HJRes 6,110- 1,Cosponsor
296,Harold Rogers,Republican Party,Kentucky,HJRes 6,110- 1,Cosponsor
297,Dave Lee Camp,Republican Party,Michigan,HJRes 6,110- 1,Cosponsor
298,Peter Hoekstra,Republican Party,Michigan,HJRes 6,110- 1,Cosponsor
299,Sam B. Graves,Republican Party,Missouri,HJRes 6,110- 1,Cosponsor
300,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 6,110- 1,Cosponsor
301,Mike McIntyre,Democratic Party,North Carolina,HJRes 6,110- 1,Cosponsor
302,Sue W. Myrick,Republican Party,North Carolina,HJRes 6,110- 1,Cosponsor
303,Michael R. Turner,Republican Party,Ohio,HJRes 6,110- 1,Cosponsor
304,Tom Cole,Republican Party,Oklahoma,HJRes 6,110- 1,Cosponsor
305,John A. Sullivan,Republican Party,Oklahoma,HJRes 6,110- 1,Cosponsor
306,Philip English,Republican Party,Pennsylvania,HJRes 6,110- 1,Cosponsor
307,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 6,110- 1,Cosponsor
308,Jason Altmire,Democratic Party,Pennsylvania,HJRes 6,110- 1,Cosponsor
309,Charles W. Dent,Republican Party,Pennsylvania,HJRes 6,110- 1,Cosponsor
310,Sam Robert Johnson,Republican Party,Texas,HJRes 6,110- 1,Cosponsor
311,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 6,110- 1,Cosponsor
312,J. Randy Forbes,Republican Party,Virginia,HJRes 6,110- 1,Cosponsor
313,Benjamin Augustine Enloe,Democratic Party,Tennessee,HRes 75,51- 1,Primary
314,Peter Hoekstra,Republican Party,Michigan,HJRes 71,111- 2,Primary
315,Franklin Wheeler Mondell,Republican Party,Wyoming,HJRes 1,63- 2,Primary
316,Michael R. McNulty,Democratic Party,New York,HJRes 71,104- 1,Primary
317,Christopher H. Shays,Republican Party,Connecticut,HJRes 71,104- 1,Cosponsor
318,William Louis Dickinson,Republican Party,Alabama,HJRes 81,102- 1,Primary
319,Ben Erdreich,Democratic Party,Alabama,HJRes 81,102- 1,Cosponsor
320,Carlos John Moorhead,Republican Party,California,HJRes 81,102- 1,Cosponsor
321,Ron Packard,Republican Party,California,HJRes 81,102- 1,Cosponsor
322,David T. Dreier,Republican Party,California,HJRes 81,102- 1,Cosponsor
323,C. Christopher Cox,Republican Party,California,HJRes 81,102- 1,Cosponsor
324,William M. Thomas,Republican Party,California,HJRes 81,102- 1,Cosponsor
325,John T. Doolittle,Republican Party,California,HJRes 81,102- 1,Cosponsor
326,Robert Kenneth Dornan,Republican Party,California,HJRes 81,102- 1,Cosponsor
327,Thomas F. Lewis,Republican Party,Florida,HJRes 81,102- 1,Cosponsor
328,Newton Leroy Gingrich,Republican Party,Georgia,HJRes 81,102- 1,Cosponsor
329,Henry John Hyde,Republican Party,Illinois,HJRes 81,102- 1,Cosponsor
330,John Thomas Myers,Republican Party,Indiana,HJRes 81,102- 1,Cosponsor
331,James O. McCrery III,Republican Party,Louisiana,HJRes 81,102- 1,Cosponsor
332,Paul B. Henry,Republican Party,Michigan,HJRes 81,102- 1,Cosponsor
