,Name,Party,State,Bill:,Congress-Session:,Category
660,Suzanne Bonamici,Democratic Party,Oregon,HJRes 119,113- 2,Cosponsor
661,Robert Alan Brady,Democratic Party,Pennsylvania,HJRes 119,113- 2,Cosponsor
662,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 119,113- 2,Cosponsor
663,Michael F. Doyle Jr.,Democratic Party,Pennsylvania,HJRes 119,113- 2,Cosponsor
664,Matthew A. Cartwright,Democratic Party,Pennsylvania,HJRes 119,113- 2,Cosponsor
665,Allyson Y. Schwartz,Democratic Party,Pennsylvania,HJRes 119,113- 2,Cosponsor
666,James R. Langevin,Democratic Party,Rhode Island,HJRes 119,113- 2,Cosponsor
667,David N. Cicilline,Democratic Party,Rhode Island,HJRes 119,113- 2,Cosponsor
668,Steve Cohen,Democratic Party,Tennessee,HJRes 119,113- 2,Cosponsor
669,Gene Eugene Green,Democratic Party,Texas,HJRes 119,113- 2,Cosponsor
670,Sheila Jackson Lee,Democratic Party,Texas,HJRes 119,113- 2,Cosponsor
671,Lloyd A. Doggett,Democratic Party,Texas,HJRes 119,113- 2,Cosponsor
672,Beto O’Rourke,Democratic Party,Texas,HJRes 119,113- 2,Cosponsor
673,Eddie Bernice Johnson,Democratic Party,Texas,HJRes 119,113- 2,Cosponsor
674,Peter Welch,Democratic Party,Vermont,HJRes 119,113- 2,Cosponsor
675,James P. Moran Jr.,Democratic Party,Virginia,HJRes 119,113- 2,Cosponsor
676,Rick Larsen,Democratic Party,Washington,HJRes 119,113- 2,Cosponsor
677,Jim A. McDermott,Democratic Party,Washington,HJRes 119,113- 2,Cosponsor
678,Derek Kilmer,Democratic Party,Washington,HJRes 119,113- 2,Cosponsor
679,Denny Heck,Democratic Party,Washington,HJRes 119,113- 2,Cosponsor
680,Suzan K. DelBene,Democratic Party,Washington,HJRes 119,113- 2,Cosponsor
681,Adam Smith,Democratic Party,Washington,HJRes 119,113- 2,Cosponsor
682,Mark Pocan,Democratic Party,Wisconsin,HJRes 119,113- 2,Cosponsor
683,Gwen Moore,Democratic Party,Wisconsin,HJRes 119,113- 2,Cosponsor
684,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 119,113- 2,Cosponsor
685,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 50,111- 1,Primary
686,Mike Rogers,Republican Party,Alabama,HJRes 50,111- 1,Cosponsor
687,Robert B. Aderholt,Republican Party,Alabama,HJRes 50,111- 1,Cosponsor
688,Howard P. McKeon,Republican Party,California,HJRes 50,111- 1,Cosponsor
689,Duncan D. Hunter,Republican Party,California,HJRes 50,111- 1,Cosponsor
690,Brian P. Bilbray,Republican Party,California,HJRes 50,111- 1,Cosponsor
691,Jeff Miller,Republican Party,Florida,HJRes 50,111- 1,Cosponsor
692,Lynn A. Westmoreland,Republican Party,Georgia,HJRes 50,111- 1,Cosponsor
693,Phil Gingrey,Republican Party,Georgia,HJRes 50,111- 1,Cosponsor
694,James Marshall,Democratic Party,Georgia,HJRes 50,111- 1,Cosponsor
695,Dan L. Burton,Republican Party,Indiana,HJRes 50,111- 1,Cosponsor
696,Mark Edward Souder,Republican Party,Indiana,HJRes 50,111- 1,Cosponsor
697,Mike Pence,Republican Party,Indiana,HJRes 50,111- 1,Cosponsor
698,Stephen E. Buyer,Republican Party,Indiana,HJRes 50,111- 1,Cosponsor
699,Steve A. King,Republican Party,Iowa,HJRes 50,111- 1,Cosponsor
700,Todd Tiahrt,Republican Party,Kansas,HJRes 50,111- 1,Cosponsor
701,Jerry Moran,Republican Party,Kansas,HJRes 50,111- 1,Cosponsor
702,Ed Whitfield,Republican Party,Kentucky,HJRes 50,111- 1,Cosponsor
703,Rodney M. Alexander,Republican Party,Louisiana,HJRes 50,111- 1,Cosponsor
704,John Fleming,Republican Party,Louisiana,HJRes 50,111- 1,Cosponsor
705,Steve Joseph Scalise,Republican Party,Louisiana,HJRes 50,111- 1,Cosponsor
706,John Paul Kline,Republican Party,Minnesota,HJRes 50,111- 1,Cosponsor
707,Gene Taylor,Democratic Party,Mississippi,HJRes 50,111- 1,Cosponsor
708,Patrick T. McHenry,Republican Party,North Carolina,HJRes 50,111- 1,Cosponsor
709,Mike McIntyre,Democratic Party,North Carolina,HJRes 50,111- 1,Cosponsor
710,Jim Jordan,Republican Party,Ohio,HJRes 50,111- 1,Cosponsor
711,Robert E. Latta,Republican Party,Ohio,HJRes 50,111- 1,Cosponsor
712,Mary Fallin,Republican Party,Oklahoma,HJRes 50,111- 1,Cosponsor
713,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 50,111- 1,Cosponsor
714,Bill Shuster,Republican Party,Pennsylvania,HJRes 50,111- 1,Cosponsor
715,Marsha W. Blackburn,Republican Party,Tennessee,HJRes 50,111- 1,Cosponsor
716,David P. Roe,Republican Party,Tennessee,HJRes 50,111- 1,Cosponsor
717,Randy Neugebauer,Republican Party,Texas,HJRes 50,111- 1,Cosponsor
718,Kenny Ewell Marchant,Republican Party,Texas,HJRes 50,111- 1,Cosponsor
719,K. Michael Conaway,Republican Party,Texas,HJRes 50,111- 1,Cosponsor
720,Sam Robert Johnson,Republican Party,Texas,HJRes 50,111- 1,Cosponsor
721,Joe Linus Barton,Republican Party,Texas,HJRes 50,111- 1,Cosponsor
722,Eric I. Cantor,Republican Party,Virginia,HJRes 50,111- 1,Cosponsor
723,J. Randy Forbes,Republican Party,Virginia,HJRes 50,111- 1,Cosponsor
724,Cathy McMorris Rodgers,Republican Party,Washington,HJRes 50,111- 1,Cosponsor
725,Jeff Duncan,Republican Party,South Carolina,HJRes 98,113- 1,Primary
726,Matt Salmon,Republican Party,Arizona,HJRes 98,113- 1,Cosponsor
727,David Schweikert,Republican Party,Arizona,HJRes 98,113- 1,Cosponsor
728,Ron DeSantis,Republican Party,Florida,HJRes 98,113- 1,Cosponsor
729,Doug Collins,Republican Party,Georgia,HJRes 98,113- 1,Cosponsor
730,Garland Barr,Republican Party,Kentucky,HJRes 98,113- 1,Cosponsor
731,Kerry L. Bentivolio,Republican Party,Michigan,HJRes 98,113- 1,Cosponsor
732,Steve Daines,Republican Party,Montana,HJRes 98,113- 1,Cosponsor
733,Robert J. Wittman,Republican Party,Virginia,HJRes 98,113- 1,Cosponsor
734,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 89,110- 2,Primary
735,Robert B. Aderholt,Republican Party,Alabama,HJRes 89,110- 2,Cosponsor
736,Mike Rogers,Republican Party,Alabama,HJRes 89,110- 2,Cosponsor
737,Trent Franks,Republican Party,Arizona,HJRes 89,110- 2,Cosponsor
738,Rick Renzi,Republican Party,Arizona,HJRes 89,110- 2,Cosponsor
739,Mike Ross,Democratic Party,Arkansas,HJRes 89,110- 2,Cosponsor
740,John Boozman,Republican Party,Arkansas,HJRes 89,110- 2,Cosponsor
741,Brian P. Bilbray,Republican Party,California,HJRes 89,110- 2,Cosponsor
742,Duncan L. Hunter,Republican Party,California,HJRes 89,110- 2,Cosponsor
743,Gary G. Miller,Republican Party,California,HJRes 89,110- 2,Cosponsor
744,George P. Radanovich,Republican Party,California,HJRes 89,110- 2,Cosponsor
745,Walter Herger,Republican Party,California,HJRes 89,110- 2,Cosponsor
746,Marilyn N. Musgrave,Republican Party,Colorado,HJRes 89,110- 2,Cosponsor
747,Tom C. Feeney,Republican Party,Florida,HJRes 89,110- 2,Cosponsor
748,Jeff Miller,Republican Party,Florida,HJRes 89,110- 2,Cosponsor
749,David J. Weldon Jr.,Republican Party,Florida,HJRes 89,110- 2,Cosponsor
750,Lynn A. Westmoreland,Republican Party,Georgia,HJRes 89,110- 2,Cosponsor
751,John Linder,Republican Party,Georgia,HJRes 89,110- 2,Cosponsor
752,Phil Gingrey,Republican Party,Georgia,HJRes 89,110- 2,Cosponsor
753,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 89,110- 2,Cosponsor
754,James Marshall,Democratic Party,Georgia,HJRes 89,110- 2,Cosponsor
755,Bill Sali,Republican Party,Idaho,HJRes 89,110- 2,Cosponsor
756,John M. Shimkus,Republican Party,Illinois,HJRes 89,110- 2,Cosponsor
757,Donald A. Manzullo,Republican Party,Illinois,HJRes 89,110- 2,Cosponsor
758,Dan L. Burton,Republican Party,Indiana,HJRes 89,110- 2,Cosponsor
759,Mark Edward Souder,Republican Party,Indiana,HJRes 89,110- 2,Cosponsor
760,Steve A. King,Republican Party,Iowa,HJRes 89,110- 2,Cosponsor
761,Todd Tiahrt,Republican Party,Kansas,HJRes 89,110- 2,Cosponsor
762,Ed Whitfield,Republican Party,Kentucky,HJRes 89,110- 2,Cosponsor
763,Ron Lewis,Republican Party,Kentucky,HJRes 89,110- 2,Cosponsor
764,Harold Rogers,Republican Party,Kentucky,HJRes 89,110- 2,Cosponsor
765,Geoff Davis,Republican Party,Kentucky,HJRes 89,110- 2,Cosponsor
766,Rodney M. Alexander,Republican Party,Louisiana,HJRes 89,110- 2,Cosponsor
767,Steve Joseph Scalise,Republican Party,Louisiana,HJRes 89,110- 2,Cosponsor
768,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 89,110- 2,Cosponsor
769,Tim Walberg,Republican Party,Michigan,HJRes 89,110- 2,Cosponsor
770,Peter Hoekstra,Republican Party,Michigan,HJRes 89,110- 2,Cosponsor
771,Thaddeus G. McCotter,Republican Party,Michigan,HJRes 89,110- 2,Cosponsor
772,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 89,110- 2,Cosponsor
773,John Paul Kline,Republican Party,Minnesota,HJRes 89,110- 2,Cosponsor
774,Charles W. Pickering Jr.,Republican Party,Mississippi,HJRes 89,110- 2,Cosponsor
775,Gene Taylor,Democratic Party,Mississippi,HJRes 89,110- 2,Cosponsor
776,Travis W. Childers,Democratic Party,Mississippi,HJRes 89,110- 2,Cosponsor
777,W. Todd Akin,Republican Party,Missouri,HJRes 89,110- 2,Cosponsor
778,Sam B. Graves,Republican Party,Missouri,HJRes 89,110- 2,Cosponsor
779,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 89,110- 2,Cosponsor
780,Kenny C. Hulshof,Republican Party,Missouri,HJRes 89,110- 2,Cosponsor
781,Scott Garrett,Republican Party,New Jersey,HJRes 89,110- 2,Cosponsor
782,Christopher H. Smith,Republican Party,New Jersey,HJRes 89,110- 2,Cosponsor
783,John R. Kuhl Jr.,Republican Party,New York,HJRes 89,110- 2,Cosponsor
784,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 89,110- 2,Cosponsor
785,Virginia Foxx,Republican Party,North Carolina,HJRes 89,110- 2,Cosponsor
786,Robin C. Hayes,Republican Party,North Carolina,HJRes 89,110- 2,Cosponsor
787,Patrick T. McHenry,Republican Party,North Carolina,HJRes 89,110- 2,Cosponsor
788,Mike McIntyre,Democratic Party,North Carolina,HJRes 89,110- 2,Cosponsor
789,Steve J. Chabot,Republican Party,Ohio,HJRes 89,110- 2,Cosponsor
790,Jim Jordan,Republican Party,Ohio,HJRes 89,110- 2,Cosponsor
791,Jean Schmidt,Republican Party,Ohio,HJRes 89,110- 2,Cosponsor
792,Robert E. Latta,Republican Party,Ohio,HJRes 89,110- 2,Cosponsor
793,Mary Fallin,Republican Party,Oklahoma,HJRes 89,110- 2,Cosponsor
794,Frank D. Lucas,Republican Party,Oklahoma,HJRes 89,110- 2,Cosponsor
795,Tom Cole,Republican Party,Oklahoma,HJRes 89,110- 2,Cosponsor
796,John A. Sullivan,Republican Party,Oklahoma,HJRes 89,110- 2,Cosponsor
797,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 89,110- 2,Cosponsor
798,John E. Peterson,Republican Party,Pennsylvania,HJRes 89,110- 2,Cosponsor
799,Bill Shuster,Republican Party,Pennsylvania,HJRes 89,110- 2,Cosponsor
800,Henry E. Brown Jr.,Republican Party,South Carolina,HJRes 89,110- 2,Cosponsor
801,James Gresham Barrett,Republican Party,South Carolina,HJRes 89,110- 2,Cosponsor
802,Zach Wamp,Republican Party,Tennessee,HJRes 89,110- 2,Cosponsor
803,Marsha W. Blackburn,Republican Party,Tennessee,HJRes 89,110- 2,Cosponsor
804,David Davis,Republican Party,Tennessee,HJRes 89,110- 2,Cosponsor
805,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 89,110- 2,Cosponsor
806,Ralph M. Hall,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
807,Jeb Hensarling,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
808,John Abney Culberson,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
809,K. Michael Conaway,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
810,Joe Linus Barton,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
811,Sam Robert Johnson,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
812,Kenny Ewell Marchant,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
813,Randy Neugebauer,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
814,Pete A. Sessions,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
815,Lamar S. Smith,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
816,Kay Granger,Republican Party,Texas,HJRes 89,110- 2,Cosponsor
817,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 89,110- 2,Cosponsor
818,J. Randy Forbes,Republican Party,Virginia,HJRes 89,110- 2,Cosponsor
819,Robert J. Wittman,Republican Party,Virginia,HJRes 89,110- 2,Cosponsor
820,Thelma D. Drake,Republican Party,Virginia,HJRes 89,110- 2,Cosponsor
821,Eric I. Cantor,Republican Party,Virginia,HJRes 89,110- 2,Cosponsor
822,Bob W. Goodlatte,Republican Party,Virginia,HJRes 89,110- 2,Cosponsor
823,Cathy McMorris Rodgers,Republican Party,Washington,HJRes 89,110- 2,Cosponsor
824,Barbara L. Cubin,Republican Party,Wyoming,HJRes 89,110- 2,Cosponsor
825,James A. Traficant Jr.,Democratic Party,Ohio,HJRes 40,106- 1,Primary
826,Edward M. Kennedy,Democratic Party,Massachusetts,SJRes 11,108- 1,Primary
827,Blanche Lambert Lincoln,Democratic Party,Arkansas,SJRes 11,108- 1,Cosponsor
828,Barbara Boxer,Democratic Party,California,SJRes 11,108- 1,Cosponsor
829,Dianne Feinstein,Democratic Party,California,SJRes 11,108- 1,Cosponsor
830,Christopher J. Dodd,Democratic Party,Connecticut,SJRes 11,108- 1,Cosponsor
831,Joseph I. Lieberman,Democratic Party,Connecticut,SJRes 11,108- 1,Cosponsor
832,Daniel K. Inouye,Democratic Party,Hawaii,SJRes 11,108- 1,Cosponsor
833,Richard J. Durbin,Democratic Party,Illinois,SJRes 11,108- 1,Cosponsor
834,Thomas Harkin,Democratic Party,Iowa,SJRes 11,108- 1,Cosponsor
835,Mary L. Landrieu,Democratic Party,Louisiana,SJRes 11,108- 1,Cosponsor
836,Barbara A. Mikulski,Democratic Party,Maryland,SJRes 11,108- 1,Cosponsor
837,Paul S. Sarbanes,Democratic Party,Maryland,SJRes 11,108- 1,Cosponsor
838,John Forbes Kerry,Democratic Party,Massachusetts,SJRes 11,108- 1,Cosponsor
839,Debbie Ann Stabenow,Democratic Party,Michigan,SJRes 11,108- 1,Cosponsor
840,Mark Dayton,Democratic Party,Minnesota,SJRes 11,108- 1,Cosponsor
841,Jon Stevens Corzine,Democratic Party,New Jersey,SJRes 11,108- 1,Cosponsor
842,Frank R. Lautenberg,Democratic Party,New Jersey,SJRes 11,108- 1,Cosponsor
843,Hillary Rodham Clinton,Democratic Party,New York,SJRes 11,108- 1,Cosponsor
844,Charles E. Schumer,Democratic Party,New York,SJRes 11,108- 1,Cosponsor
845,Maria Cantwell,Democratic Party,Washington,SJRes 11,108- 1,Cosponsor
846,Patty Murray,Democratic Party,Washington,SJRes 11,108- 1,Cosponsor
847,Russell D. Feingold,Democratic Party,Wisconsin,SJRes 11,108- 1,Cosponsor
848,J. Strom Thurmond,Republican Party,South Carolina,SJRes 5,104- 1,Primary
849,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 100,112- 2,Primary
850,Fortney H. Stark,Democratic Party,California,HJRes 100,112- 2,Cosponsor
851,Danny K. Davis,Democratic Party,Illinois,HJRes 100,112- 2,Cosponsor
852,Luis V. Gutiérrez,Democratic Party,Illinois,HJRes 100,112- 2,Cosponsor
853,Elijah E. Cummings,Democratic Party,Maryland,HJRes 100,112- 2,Cosponsor
854,Charles B. Rangel,Democratic Party,New York,HJRes 100,112- 2,Cosponsor
855,Andrew Jacobs Jr.,Democratic Party,Indiana,HJRes 119,102- 1,Primary
856,Martha Roby,Republican Party,Alabama,HJRes 17,113- 1,Primary
857,Alfred Crout Harmer,Republican Party,Pennsylvania,HRes 280,53- 3,Primary
858,Donna F. Edwards,Democratic Party,Maryland,HJRes 36,114- 1,Primary
859,Julia Brownley,Democratic Party,California,HJRes 36,114- 1,Cosponsor
860,Eric Swalwell,Democratic Party,California,HJRes 36,114- 1,Cosponsor
861,Barbara Lee,Democratic Party,California,HJRes 36,114- 1,Cosponsor
862,Ted Lieu,Democratic Party,California,HJRes 36,114- 1,Cosponsor
863,Scott H. Peters,Democratic Party,California,HJRes 36,114- 1,Cosponsor
864,James A. Himes,Democratic Party,Connecticut,HJRes 36,114- 1,Cosponsor
865,Alcee L. Hastings,Democratic Party,Florida,HJRes 36,114- 1,Cosponsor
866,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 36,114- 1,Cosponsor
867,Chris Van Hollen Jr.,Democratic Party,Maryland,HJRes 36,114- 1,Cosponsor
868,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 36,114- 1,Cosponsor
869,Richard M. Nolan,Democratic Party,Minnesota,HJRes 36,114- 1,Cosponsor
870,Ann M. Kuster,Democratic Party,New Hampshire,HJRes 36,114- 1,Cosponsor
871,Louise McIntosh Slaughter,Democratic Party,New York,HJRes 36,114- 1,Cosponsor
872,Steve Cohen,Democratic Party,Tennessee,HJRes 36,114- 1,Cosponsor
873,Peter Welch,Democratic Party,Vermont,HJRes 36,114- 1,Cosponsor
874,Bill Nelson,Democratic Party,Florida,SJRes 4,111- 1,Primary
875,Ted Cruz,Republican Party,Texas,SJRes 12,114- 1,Primary
876,Michael B. Enzi,Republican Party,Wyoming,SJRes 17,114- 1,Primary
877,Frank Eckels Beltzhoover,Democratic Party,Pennsylvania,HRes 114,52- 1,Primary
878,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 75,111- 2,Primary
879,Trent Franks,Republican Party,Arizona,HJRes 75,111- 2,Cosponsor
880,Thomas J. Rooney,Republican Party,Florida,HJRes 75,111- 2,Cosponsor
881,Phil Gingrey,Republican Party,Georgia,HJRes 75,111- 2,Cosponsor
882,Donald A. Manzullo,Republican Party,Illinois,HJRes 75,111- 2,Cosponsor
883,Dan L. Burton,Republican Party,Indiana,HJRes 75,111- 2,Cosponsor
884,Thaddeus G. McCotter,Republican Party,Michigan,HJRes 75,111- 2,Cosponsor
885,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 75,111- 2,Cosponsor
886,Sue W. Myrick,Republican Party,North Carolina,HJRes 75,111- 2,Cosponsor
887,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 75,111- 2,Cosponsor
888,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 75,111- 2,Cosponsor
889,Kay Granger,Republican Party,Texas,HJRes 75,111- 2,Cosponsor
890,Thomas A. Daschle,Democratic Party,South Dakota,SJRES 237,102- 1,Primary
891,Bob Franks,Republican Party,New Jersey,HJRes 27,104- 1,Primary
892,James A. Barcia,Democratic Party,Michigan,HJRes 27,104- 1,Cosponsor
893,Karen McCarthy,Democratic Party,Missouri,HJRes 27,104- 1,Cosponsor
894,Michael P. Forbes,Republican Party,New York,HJRes 27,104- 1,Cosponsor
895,Paul E. Gillmor,Republican Party,Ohio,HJRes 27,104- 1,Cosponsor
896,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 27,104- 1,Cosponsor
897,Steve Largent,Republican Party,Oklahoma,HJRes 27,104- 1,Cosponsor
898,Preston M. Geren,Democratic Party,Texas,HJRes 27,104- 1,Cosponsor
899,Scott L. Klug,Republican Party,Wisconsin,HJRes 27,104- 1,Cosponsor
900,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 27,104- 1,Cosponsor
901,Richard Wellington Townshend,Democratic Party,Illinois,HRes 7,50- 1,Primary
902,David Vitter,Republican Party,Louisiana,SJRes 2,113- 1,Primary
903,Marco Rubio,Republican Party,Florida,SJRes 2,113- 1,Cosponsor
904,Rand Paul,Republican Party,Kentucky,SJRes 2,113- 1,Cosponsor
905,Deb Fischer,Republican Party,Nebraska,SJRes 2,113- 1,Cosponsor
906,Kelly Ayotte,Republican Party,New Hampshire,SJRes 2,113- 1,Cosponsor
907,Thomas A. Coburn,Republican Party,Oklahoma,SJRes 2,113- 1,Cosponsor
908,Patrick J. Toomey,Republican Party,Pennsylvania,SJRes 2,113- 1,Cosponsor
909,Tim Scott,Republican Party,South Carolina,SJRes 2,113- 1,Cosponsor
910,Lindsey O. Graham,Republican Party,South Carolina,SJRes 2,113- 1,Cosponsor
911,Ted Cruz,Republican Party,Texas,SJRes 2,113- 1,Cosponsor
912,Mike Lee,Republican Party,Utah,SJRes 2,113- 1,Cosponsor
913,Ron Johnson,Republican Party,Wisconsin,SJRes 2,113- 1,Cosponsor
914,A. Donald McEachin,Democratic Party,Virginia,HJRes 144,115- 2,Primary
915,Nanette Barragán,Democratic Party,California,HJRes 144,115- 2,Cosponsor
916,Pramila Jayapal,Democratic Party,Washington,HJRes 144,115- 2,Cosponsor
917,John Cornyn,Republican Party,Texas,SJRes 7,113- 1,Primary
918,Jefferson B. Sessions,Republican Party,Alabama,SJRes 7,113- 1,Cosponsor
919,Richard C. Shelby,Republican Party,Alabama,SJRes 7,113- 1,Cosponsor
920,Lisa A. Murkowski,Republican Party,Alaska,SJRes 7,113- 1,Cosponsor
921,Jeff Flake,Republican Party,Arizona,SJRes 7,113- 1,Cosponsor
922,John S. McCain,Republican Party,Arizona,SJRes 7,113- 1,Cosponsor
923,John Boozman,Republican Party,Arkansas,SJRes 7,113- 1,Cosponsor
924,Marco Rubio,Republican Party,Florida,SJRes 7,113- 1,Cosponsor
925,John H. Isakson,Republican Party,Georgia,SJRes 7,113- 1,Cosponsor
926,Saxby Chambliss,Republican Party,Georgia,SJRes 7,113- 1,Cosponsor
927,James Risch,Republican Party,Idaho,SJRes 7,113- 1,Cosponsor
928,Michael D. Crapo,Republican Party,Idaho,SJRes 7,113- 1,Cosponsor
929,Mark Steven Kirk,Republican Party,Illinois,SJRes 7,113- 1,Cosponsor
930,Daniel Ray Coats,Republican Party,Indiana,SJRes 7,113- 1,Cosponsor
931,Charles E. Grassley,Republican Party,Iowa,SJRes 7,113- 1,Cosponsor
932,Jerry Moran,Republican Party,Kansas,SJRes 7,113- 1,Cosponsor
933,Pat Roberts,Republican Party,Kansas,SJRes 7,113- 1,Cosponsor
934,Rand Paul,Republican Party,Kentucky,SJRes 7,113- 1,Cosponsor
935,Mitch McConnell,Republican Party,Kentucky,SJRes 7,113- 1,Cosponsor
936,David Vitter,Republican Party,Louisiana,SJRes 7,113- 1,Cosponsor
937,Susan M. Collins,Republican Party,Maine,SJRes 7,113- 1,Cosponsor
938,Roger F. Wicker,Republican Party,Mississippi,SJRes 7,113- 1,Cosponsor
939,Thad Cochran,Republican Party,Mississippi,SJRes 7,113- 1,Cosponsor
940,Roy Blunt,Republican Party,Missouri,SJRes 7,113- 1,Cosponsor
941,Deb Fischer,Republican Party,Nebraska,SJRes 7,113- 1,Cosponsor
942,Mike Johanns,Republican Party,Nebraska,SJRes 7,113- 1,Cosponsor
943,Dean Heller,Republican Party,Nevada,SJRes 7,113- 1,Cosponsor
944,Kelly Ayotte,Republican Party,New Hampshire,SJRes 7,113- 1,Cosponsor
945,Richard M. Burr,Republican Party,North Carolina,SJRes 7,113- 1,Cosponsor
946,John Hoeven,Republican Party,North Dakota,SJRes 7,113- 1,Cosponsor
947,Robert J. Portman,Republican Party,Ohio,SJRes 7,113- 1,Cosponsor
948,James M. Inhofe,Republican Party,Oklahoma,SJRes 7,113- 1,Cosponsor
949,Thomas A. Coburn,Republican Party,Oklahoma,SJRes 7,113- 1,Cosponsor
950,Patrick J. Toomey,Republican Party,Pennsylvania,SJRes 7,113- 1,Cosponsor
951,Tim Scott,Republican Party,South Carolina,SJRes 7,113- 1,Cosponsor
952,Lindsey O. Graham,Republican Party,South Carolina,SJRes 7,113- 1,Cosponsor
953,John Thune,Republican Party,South Dakota,SJRes 7,113- 1,Cosponsor
954,Bob Corker,Republican Party,Tennessee,SJRes 7,113- 1,Cosponsor
955,Lamar Alexander,Republican Party,Tennessee,SJRes 7,113- 1,Cosponsor
956,Ted Cruz,Republican Party,Texas,SJRes 7,113- 1,Cosponsor
957,Mike Lee,Republican Party,Utah,SJRes 7,113- 1,Cosponsor
958,Orrin G. Hatch,Republican Party,Utah,SJRes 7,113- 1,Cosponsor
959,Ron Johnson,Republican Party,Wisconsin,SJRes 7,113- 1,Cosponsor
960,John A. Barrasso,Republican Party,Wyoming,SJRes 7,113- 1,Cosponsor
961,Michael B. Enzi,Republican Party,Wyoming,SJRes 7,113- 1,Cosponsor
962,William Sarpalius,Democratic Party,Texas,HJRes 324,103- 2,Primary
963,James Allison Hayes,Democratic Party,Louisiana,HJRes 324,103- 2,Cosponsor
964,William K. Brewster,Democratic Party,Oklahoma,HJRes 324,103- 2,Cosponsor
965,John Steele Henderson,Democratic Party,North Carolina,HRes 142,51- 1,Primary
966,Jon Kyl,Republican Party,Arizona,SJRes 1,108- 1,Primary
967,Richard C. Shelby,Republican Party,Alabama,SJRes 1,108- 1,Cosponsor
968,Ted F. Stevens,Republican Party,Alaska,SJRes 1,108- 1,Cosponsor
969,John S. McCain,Republican Party,Arizona,SJRes 1,108- 1,Cosponsor
970,Blanche Lambert Lincoln,Democratic Party,Arkansas,SJRes 1,108- 1,Cosponsor
971,Dianne Feinstein,Democratic Party,California,SJRes 1,108- 1,Cosponsor
972,Wayne A. Allard,Republican Party,Colorado,SJRes 1,108- 1,Cosponsor
973,Joseph I. Lieberman,Democratic Party,Connecticut,SJRes 1,108- 1,Cosponsor
974,Zell Bryan Miller,Democratic Party,Georgia,SJRes 1,108- 1,Cosponsor
975,Saxby Chambliss,Republican Party,Georgia,SJRes 1,108- 1,Cosponsor
976,Larry E. Craig,Republican Party,Idaho,SJRes 1,108- 1,Cosponsor
977,Evan Bayh,Democratic Party,Indiana,SJRes 1,108- 1,Cosponsor
978,Charles E. Grassley,Republican Party,Iowa,SJRes 1,108- 1,Cosponsor
979,Jim Bunning,Republican Party,Kentucky,SJRes 1,108- 1,Cosponsor
980,John B. Breaux,Democratic Party,Louisiana,SJRes 1,108- 1,Cosponsor
981,Mary L. Landrieu,Democratic Party,Louisiana,SJRes 1,108- 1,Cosponsor
982,Susan M. Collins,Republican Party,Maine,SJRes 1,108- 1,Cosponsor
983,Olympia J. Snowe,Republican Party,Maine,SJRes 1,108- 1,Cosponsor
984,Trent Lott,Republican Party,Mississippi,SJRes 1,108- 1,Cosponsor
985,Charles T. Hagel,Republican Party,Nebraska,SJRes 1,108- 1,Cosponsor
986,Michael DeWine,Republican Party,Ohio,SJRes 1,108- 1,Cosponsor
987,James M. Inhofe,Republican Party,Oklahoma,SJRes 1,108- 1,Cosponsor
988,Ron Wyden,Democratic Party,Oregon,SJRes 1,108- 1,Cosponsor
989,Gordon Harold Smith,Republican Party,Oregon,SJRes 1,108- 1,Cosponsor
990,Lindsey O. Graham,Republican Party,South Carolina,SJRes 1,108- 1,Cosponsor
991,John Cornyn,Republican Party,Texas,SJRes 1,108- 1,Cosponsor
992,Kay Bailey Hutchison,Republican Party,Texas,SJRes 1,108- 1,Cosponsor
