,Name,Party,State,Bill:,Congress-Session:,Category
53,Wayne A. Allard,Republican Party,Colorado,HJRes 37,103- 1,Cosponsor
54,Porter J. Goss,Republican Party,Florida,HJRes 37,103- 1,Cosponsor
55,Clifford B. Stearns,Republican Party,Florida,HJRes 37,103- 1,Cosponsor
56,Nathan Deal,Democratic Party,Georgia,HJRes 37,103- 1,Cosponsor
57,Michael D. Crapo,Republican Party,Idaho,HJRes 37,103- 1,Cosponsor
58,Stephen E. Buyer,Republican Party,Indiana,HJRes 37,103- 1,Cosponsor
59,James Ross Lightfoot,Republican Party,Iowa,HJRes 37,103- 1,Cosponsor
60,James O. McCrery III,Republican Party,Louisiana,HJRes 37,103- 1,Cosponsor
61,James Allison Hayes,Democratic Party,Louisiana,HJRes 37,103- 1,Cosponsor
62,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 37,103- 1,Cosponsor
63,Peter Hoekstra,Republican Party,Michigan,HJRes 37,103- 1,Cosponsor
64,James M. Talent,Republican Party,Missouri,HJRes 37,103- 1,Cosponsor
65,Bill Barrett,Republican Party,Nebraska,HJRes 37,103- 1,Cosponsor
66,Douglas K. Bereuter,Republican Party,Nebraska,HJRes 37,103- 1,Cosponsor
67,"John Alexander, III McMillan",Republican Party,North Carolina,HJRes 37,103- 1,Cosponsor
68,Martin R. Hoke,Republican Party,Ohio,HJRes 37,103- 1,Cosponsor
69,Richard J. Santorum,Republican Party,Pennsylvania,HJRes 37,103- 1,Cosponsor
70,Arthur Ravenel Jr.,Republican Party,South Carolina,HJRes 37,103- 1,Cosponsor
71,Charles Wilson,Democratic Party,Texas,HJRes 37,103- 1,Cosponsor
72,Bob W. Goodlatte,Republican Party,Virginia,HJRes 37,103- 1,Cosponsor
73,J. Strom Thurmond,Republican Party,South Carolina,SJRes 6,104- 1,Primary
74,Richard C. Shelby,Republican Party,Alabama,SJRes 6,104- 1,Cosponsor
75,Howell Thomas Heflin,Democratic Party,Alabama,SJRes 6,104- 1,Cosponsor
76,Trent Lott,Republican Party,Mississippi,SJRes 6,104- 1,Cosponsor
77,Duncan McLauchlin Faircloth,Republican Party,North Carolina,SJRes 6,104- 1,Cosponsor
78,James M. Inhofe,Republican Party,Oklahoma,SJRes 6,104- 1,Cosponsor
79,John W. Warner,Republican Party,Virginia,SJRes 6,104- 1,Cosponsor
80,Sam Robert Johnson,Republican Party,Texas,HJRes 70,105- 1,Primary
81,Don E. Young,Republican Party,Alaska,HJRes 70,105- 1,Cosponsor
82,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 70,105- 1,Cosponsor
83,John T. Doolittle,Republican Party,California,HJRes 70,105- 1,Cosponsor
84,Walter Herger,Republican Party,California,HJRes 70,105- 1,Cosponsor
85,Duncan L. Hunter,Republican Party,California,HJRes 70,105- 1,Cosponsor
86,William M. Thomas,Republican Party,California,HJRes 70,105- 1,Cosponsor
87,Ken S. Calvert,Republican Party,California,HJRes 70,105- 1,Cosponsor
88,C. Christopher Cox,Republican Party,California,HJRes 70,105- 1,Cosponsor
89,Daniel Schaefer,Republican Party,Colorado,HJRes 70,105- 1,Cosponsor
90,Joel Hefley,Republican Party,Colorado,HJRes 70,105- 1,Cosponsor
91,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 70,105- 1,Cosponsor
92,Bob Barr,Republican Party,Georgia,HJRes 70,105- 1,Cosponsor
93,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 70,105- 1,Cosponsor
94,J. Dennis Hastert,Republican Party,Illinois,HJRes 70,105- 1,Cosponsor
95,Dan L. Burton,Republican Party,Indiana,HJRes 70,105- 1,Cosponsor
96,John Nathan Hostettler,Republican Party,Indiana,HJRes 70,105- 1,Cosponsor
97,William J. Tauzin,Republican Party,Louisiana,HJRes 70,105- 1,Cosponsor
98,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 70,105- 1,Cosponsor
99,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 70,105- 1,Cosponsor
100,John Eric Ensign,Republican Party,Nevada,HJRes 70,105- 1,Cosponsor
101,Joseph Skeen,Republican Party,New Mexico,HJRes 70,105- 1,Cosponsor
102,Steve Largent,Republican Party,Oklahoma,HJRes 70,105- 1,Cosponsor
103,Floyd Spence,Republican Party,South Carolina,HJRes 70,105- 1,Cosponsor
104,Henry Bonilla,Republican Party,Texas,HJRes 70,105- 1,Cosponsor
105,Ralph M. Hall,Democratic Party,Texas,HJRes 70,105- 1,Cosponsor
106,Ronald E. Paul,Republican Party,Texas,HJRes 70,105- 1,Cosponsor
107,Joe Linus Barton,Republican Party,Texas,HJRes 70,105- 1,Cosponsor
108,Anthony Charles Beilenson,Democratic Party,California,HJRes 56,104- 1,Primary
109,William O. Lipinski,Democratic Party,Illinois,HJRes 56,104- 1,Cosponsor
110,Pete A. Sessions,Republican Party,Texas,HJRes 94,106- 2,Primary
111,Robert B. Aderholt,Republican Party,Alabama,HJRes 94,106- 2,Cosponsor
112,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 94,106- 2,Cosponsor
113,H. L. Callahan,Republican Party,Alabama,HJRes 94,106- 2,Cosponsor
114,Terry Everett,Republican Party,Alabama,HJRes 94,106- 2,Cosponsor
115,Bob Riley,Republican Party,Alabama,HJRes 94,106- 2,Cosponsor
116,Don E. Young,Republican Party,Alaska,HJRes 94,106- 2,Cosponsor
117,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 94,106- 2,Cosponsor
118,Matt Salmon,Republican Party,Arizona,HJRes 94,106- 2,Cosponsor
119,John B. Shadegg,Republican Party,Arizona,HJRes 94,106- 2,Cosponsor
120,Robert Stump,Republican Party,Arizona,HJRes 94,106- 2,Cosponsor
121,Jay Dickey,Republican Party,Arkansas,HJRes 94,106- 2,Cosponsor
122,Ken S. Calvert,Republican Party,California,HJRes 94,106- 2,Cosponsor
123,C. Christopher Cox,Republican Party,California,HJRes 94,106- 2,Cosponsor
124,Randall H. Cunningham,Republican Party,California,HJRes 94,106- 2,Cosponsor
125,John T. Doolittle,Republican Party,California,HJRes 94,106- 2,Cosponsor
126,Elton W. Gallegly,Republican Party,California,HJRes 94,106- 2,Cosponsor
127,Stephen Horn,Republican Party,California,HJRes 94,106- 2,Cosponsor
128,Duncan L. Hunter,Republican Party,California,HJRes 94,106- 2,Cosponsor
129,Howard P. McKeon,Republican Party,California,HJRes 94,106- 2,Cosponsor
130,Gary G. Miller,Republican Party,California,HJRes 94,106- 2,Cosponsor
131,Ron Packard,Republican Party,California,HJRes 94,106- 2,Cosponsor
132,Richard W. Pombo,Republican Party,California,HJRes 94,106- 2,Cosponsor
133,George P. Radanovich,Republican Party,California,HJRes 94,106- 2,Cosponsor
134,James E. Rogan,Republican Party,California,HJRes 94,106- 2,Cosponsor
135,Dana T. Rohrabacher,Republican Party,California,HJRes 94,106- 2,Cosponsor
136,Edward R. Royce,Republican Party,California,HJRes 94,106- 2,Cosponsor
137,Mary Whitaker Bono Mack,Republican Party,California,HJRes 94,106- 2,Cosponsor
138,Joel Hefley,Republican Party,Colorado,HJRes 94,106- 2,Cosponsor
139,Scott McInnis,Republican Party,Colorado,HJRes 94,106- 2,Cosponsor
140,Bob Schaffer,Republican Party,Colorado,HJRes 94,106- 2,Cosponsor
141,Thomas G. Tancredo,Republican Party,Colorado,HJRes 94,106- 2,Cosponsor
142,James Maloney,Democratic Party,Connecticut,HJRes 94,106- 2,Cosponsor
143,Michael N. Castle,Republican Party,Delaware,HJRes 94,106- 2,Cosponsor
144,Michael Bilirakis,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
145,Mark Adam Foley,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
146,Tillie K. Fowler,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
147,Bill McCollum,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
148,John L. Mica,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
149,Dan Miller,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
150,Joe Scarborough,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
151,Clifford B. Stearns,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
152,David J. Weldon Jr.,Republican Party,Florida,HJRes 94,106- 2,Cosponsor
153,Bob Barr,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
154,Saxby Chambliss,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
155,Michael Allen Collins,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
156,Nathan Deal,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
157,John H. Isakson,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
158,Jack Kingston,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
159,John Linder,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
160,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 94,106- 2,Cosponsor
161,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 94,106- 2,Cosponsor
162,Michael K. Simpson,Republican Party,Idaho,HJRes 94,106- 2,Cosponsor
163,Judy Biggert,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
164,Philip M. Crane,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
165,Thomas W. Ewing,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
166,J. Dennis Hastert,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
167,Ray H. LaHood,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
168,Donald A. Manzullo,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
169,John Edward Porter,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
170,John M. Shimkus,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
171,Gerald C. Weller,Republican Party,Illinois,HJRes 94,106- 2,Cosponsor
172,Dan L. Burton,Republican Party,Indiana,HJRes 94,106- 2,Cosponsor
173,David M. McIntosh,Republican Party,Indiana,HJRes 94,106- 2,Cosponsor
174,Edward A. Pease,Republican Party,Indiana,HJRes 94,106- 2,Cosponsor
175,Mark Edward Souder,Republican Party,Indiana,HJRes 94,106- 2,Cosponsor
176,Tom P. Latham,Republican Party,Iowa,HJRes 94,106- 2,Cosponsor
177,James Allen Nussle,Republican Party,Iowa,HJRes 94,106- 2,Cosponsor
178,Jim R. Ryun,Republican Party,Kansas,HJRes 94,106- 2,Cosponsor
179,Todd Tiahrt,Republican Party,Kansas,HJRes 94,106- 2,Cosponsor
180,Ernest Lee Fletcher,Republican Party,Kentucky,HJRes 94,106- 2,Cosponsor
181,Ron Lewis,Republican Party,Kentucky,HJRes 94,106- 2,Cosponsor
182,Kenneth R. Lucas,Democratic Party,Kentucky,HJRes 94,106- 2,Cosponsor
183,Anne Meagher Northup,Republican Party,Kentucky,HJRes 94,106- 2,Cosponsor
184,Ed Whitfield,Republican Party,Kentucky,HJRes 94,106- 2,Cosponsor
185,Richard Hugh Baker,Republican Party,Louisiana,HJRes 94,106- 2,Cosponsor
186,John Cooksey,Republican Party,Louisiana,HJRes 94,106- 2,Cosponsor
187,Christopher John,Democratic Party,Louisiana,HJRes 94,106- 2,Cosponsor
188,James O. McCrery III,Republican Party,Louisiana,HJRes 94,106- 2,Cosponsor
189,William J. Tauzin,Republican Party,Louisiana,HJRes 94,106- 2,Cosponsor
190,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 94,106- 2,Cosponsor
191,Wayne T. Gilchrest,Republican Party,Maryland,HJRes 94,106- 2,Cosponsor
192,James A. Barcia,Democratic Party,Michigan,HJRes 94,106- 2,Cosponsor
193,Dave Lee Camp,Republican Party,Michigan,HJRes 94,106- 2,Cosponsor
194,Peter Hoekstra,Republican Party,Michigan,HJRes 94,106- 2,Cosponsor
195,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 94,106- 2,Cosponsor
196,Nick Smith,Republican Party,Michigan,HJRes 94,106- 2,Cosponsor
197,Fred Stephen Upton,Republican Party,Michigan,HJRes 94,106- 2,Cosponsor
198,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 94,106- 2,Cosponsor
199,James M. Ramstad,Republican Party,Minnesota,HJRes 94,106- 2,Cosponsor
200,Charles W. Pickering Jr.,Republican Party,Mississippi,HJRes 94,106- 2,Cosponsor
201,Ronnie Shows,Democratic Party,Mississippi,HJRes 94,106- 2,Cosponsor
202,Roy Blunt,Republican Party,Missouri,HJRes 94,106- 2,Cosponsor
203,Pat Danner,Democratic Party,Missouri,HJRes 94,106- 2,Cosponsor
204,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 94,106- 2,Cosponsor
205,Kenny C. Hulshof,Republican Party,Missouri,HJRes 94,106- 2,Cosponsor
206,James M. Talent,Republican Party,Missouri,HJRes 94,106- 2,Cosponsor
207,Lee R. Terry,Republican Party,Nebraska,HJRes 94,106- 2,Cosponsor
208,James A. Gibbons,Republican Party,Nevada,HJRes 94,106- 2,Cosponsor
209,Charles F. Bass,Republican Party,New Hampshire,HJRes 94,106- 2,Cosponsor
210,John E. Sununu,Republican Party,New Hampshire,HJRes 94,106- 2,Cosponsor
211,Robert E. Andrews,Democratic Party,New Jersey,HJRes 94,106- 2,Cosponsor
212,Bob Franks,Republican Party,New Jersey,HJRes 94,106- 2,Cosponsor
213,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 94,106- 2,Cosponsor
214,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 94,106- 2,Cosponsor
215,Marge Roukema,Republican Party,New Jersey,HJRes 94,106- 2,Cosponsor
216,H. James Saxton,Republican Party,New Jersey,HJRes 94,106- 2,Cosponsor
217,Christopher H. Smith,Republican Party,New Jersey,HJRes 94,106- 2,Cosponsor
218,Joseph Skeen,Republican Party,New Mexico,HJRes 94,106- 2,Cosponsor
219,Michael P. Forbes,Democratic Party,New York,HJRes 94,106- 2,Cosponsor
220,Vito J. Fossella Jr.,Republican Party,New York,HJRes 94,106- 2,Cosponsor
221,Benjamin Gilman,Republican Party,New York,HJRes 94,106- 2,Cosponsor
222,Sue W. Kelly,Republican Party,New York,HJRes 94,106- 2,Cosponsor
223,Rick A. Lazio,Republican Party,New York,HJRes 94,106- 2,Cosponsor
224,Jack Quinn,Republican Party,New York,HJRes 94,106- 2,Cosponsor
225,John E. Sweeney,Republican Party,New York,HJRes 94,106- 2,Cosponsor
226,Cass Ballenger,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
227,Richard M. Burr,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
228,Howard Coble,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
229,Robin C. Hayes,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
230,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
231,Mike McIntyre,Democratic Party,North Carolina,HJRes 94,106- 2,Cosponsor
232,Sue W. Myrick,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
233,Charles H. Taylor,Republican Party,North Carolina,HJRes 94,106- 2,Cosponsor
234,John A. Boehner,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
235,Steve J. Chabot,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
236,John R. Kasich,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
237,Steven C. LaTourette,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
238,Robert William Ney,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
239,Michael G. Oxley,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
240,Robert J. Portman,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
241,Deborah D. Pryce,Republican Party,Ohio,HJRes 94,106- 2,Cosponsor
242,James A. Traficant Jr.,Democratic Party,Ohio,HJRes 94,106- 2,Cosponsor
243,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 94,106- 2,Cosponsor
244,Ernest J. Istook Jr.,Republican Party,Oklahoma,HJRes 94,106- 2,Cosponsor
245,Steve Largent,Republican Party,Oklahoma,HJRes 94,106- 2,Cosponsor
246,Frank D. Lucas,Republican Party,Oklahoma,HJRes 94,106- 2,Cosponsor
247,Wes Watkins,Republican Party,Oklahoma,HJRes 94,106- 2,Cosponsor
248,J.C. Watts,Republican Party,Oklahoma,HJRes 94,106- 2,Cosponsor
249,Greg P. Walden,Republican Party,Oregon,HJRes 94,106- 2,Cosponsor
250,Philip English,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
251,William F. Goodling,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
252,James C. Greenwood,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
253,John E. Peterson,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
254,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
255,Donald L. Sherwood,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
256,Elmer Greinert Shuster,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
257,Patrick J. Toomey,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
258,W. Curtis Weldon,Republican Party,Pennsylvania,HJRes 94,106- 2,Cosponsor
259,Jim W. DeMint,Republican Party,South Carolina,HJRes 94,106- 2,Cosponsor
260,Lindsey O. Graham,Republican Party,South Carolina,HJRes 94,106- 2,Cosponsor
261,Marshall Sanford,Republican Party,South Carolina,HJRes 94,106- 2,Cosponsor
262,Floyd Spence,Republican Party,South Carolina,HJRes 94,106- 2,Cosponsor
263,John Thune,Republican Party,South Dakota,HJRes 94,106- 2,Cosponsor
264,Ed Bryant,Republican Party,Tennessee,HJRes 94,106- 2,Cosponsor
265,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 94,106- 2,Cosponsor
266,Van Hilleary,Republican Party,Tennessee,HJRes 94,106- 2,Cosponsor
267,William Lewis Jenkins,Republican Party,Tennessee,HJRes 94,106- 2,Cosponsor
268,Zach Wamp,Republican Party,Tennessee,HJRes 94,106- 2,Cosponsor
269,Bill Archer,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
270,Richard K. Armey,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
271,Joe Linus Barton,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
272,Henry Bonilla,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
273,Kevin P. Brady,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
274,Larry Combest,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
275,Thomas Dale DeLay,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
276,Kay Granger,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
277,Ralph M. Hall,Democratic Party,Texas,HJRes 94,106- 2,Cosponsor
278,Sam Robert Johnson,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
279,Ronald E. Paul,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
280,Lamar S. Smith,Republican Party,Texas,HJRes 94,106- 2,Cosponsor
281,Christopher B. Cannon,Republican Party,Utah,HJRes 94,106- 2,Cosponsor
282,Merrill Cook,Republican Party,Utah,HJRes 94,106- 2,Cosponsor
283,James V. Hansen,Republican Party,Utah,HJRes 94,106- 2,Cosponsor
284,Tom Bliley,Republican Party,Virginia,HJRes 94,106- 2,Cosponsor
285,Virgil H. Goode Jr.,Independent,Virginia,HJRes 94,106- 2,Cosponsor
286,Bob W. Goodlatte,Republican Party,Virginia,HJRes 94,106- 2,Cosponsor
287,Jennifer B. Dunn,Republican Party,Washington,HJRes 94,106- 2,Cosponsor
288,Doc Hastings,Republican Party,Washington,HJRes 94,106- 2,Cosponsor
289,Jack Metcalf,Republican Party,Washington,HJRes 94,106- 2,Cosponsor
290,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 94,106- 2,Cosponsor
291,Mark A. Green,Republican Party,Wisconsin,HJRes 94,106- 2,Cosponsor
292,Paul D. Ryan,Republican Party,Wisconsin,HJRes 94,106- 2,Cosponsor
293,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 94,106- 2,Cosponsor
294,Barbara L. Cubin,Republican Party,Wyoming,HJRes 94,106- 2,Cosponsor
295,J. Strom Thurmond,Republican Party,South Carolina,SJRes 13,103- 1,Primary
296,Frank Eckels Beltzhoover,Democratic Party,Pennsylvania,HJRes 136,46- 2,Primary
297,Alan Grayson,Democratic Party,Florida,HJRes 80,114- 2,Primary
298,Barry Loudermilk,Republican Party,Georgia,HJRes 85,114- 2,Primary
299,Bradley Byrne,Republican Party,Alabama,HJRes 85,114- 2,Cosponsor
300,David Schweikert,Republican Party,Arizona,HJRes 85,114- 2,Cosponsor
301,Tom McClintock,Republican Party,California,HJRes 85,114- 2,Cosponsor
302,Doug Collins,Republican Party,Georgia,HJRes 85,114- 2,Cosponsor
303,Lynn A. Westmoreland,Republican Party,Georgia,HJRes 85,114- 2,Cosponsor
304,Buddy Carter,Republican Party,Georgia,HJRes 85,114- 2,Cosponsor
305,Rodney Davis,Republican Party,Illinois,HJRes 85,114- 2,Cosponsor
306,Jim Jordan,Republican Party,Ohio,HJRes 85,114- 2,Cosponsor
307,Mick Mulvaney,Republican Party,South Carolina,HJRes 85,114- 2,Cosponsor
308,Trey Gowdy,Republican Party,South Carolina,HJRes 85,114- 2,Cosponsor
309,Kristi L. Noem,Republican Party,South Dakota,HJRes 85,114- 2,Cosponsor
310,Scott DesJarlais,Republican Party,Tennessee,HJRes 85,114- 2,Cosponsor
311,Joe Linus Barton,Republican Party,Texas,HJRes 85,114- 2,Cosponsor
312,Randy K. Weber,Republican Party,Texas,HJRes 85,114- 2,Cosponsor
313,Lamar S. Smith,Republican Party,Texas,HJRes 85,114- 2,Cosponsor
314,Jason Chaffetz,Republican Party,Utah,HJRes 85,114- 2,Cosponsor
315,David Alan Brat,Republican Party,Virginia,HJRes 85,114- 2,Cosponsor
316,H. Morgan Griffith,Republican Party,Virginia,HJRes 85,114- 2,Cosponsor
317,Reid J. Ribble,Republican Party,Wisconsin,HJRes 85,114- 2,Cosponsor
318,Cynthia M. Lummis,Republican Party,Wyoming,HJRes 85,114- 2,Cosponsor
319,Robert Lee Henry,Democratic Party,Texas,HJRes 174,61- 2,Primary
320,Gary A. Franks,Republican Party,Connecticut,HJRes 144,103- 1,Primary
321,Theodore E. Deutch,Democratic Party,Florida,HJRes 90,112- 1,Primary
322,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 90,112- 1,Cosponsor
323,Barbara Lee,Democratic Party,California,HJRes 90,112- 1,Cosponsor
324,Sam Farr,Democratic Party,California,HJRes 90,112- 1,Cosponsor
325,Michael M. Honda,Democratic Party,California,HJRes 90,112- 1,Cosponsor
326,Janice Hahn,Democratic Party,California,HJRes 90,112- 1,Cosponsor
327,Howard L. Berman,Democratic Party,California,HJRes 90,112- 1,Cosponsor
328,Henry A. Waxman,Democratic Party,California,HJRes 90,112- 1,Cosponsor
329,Ed Perlmutter,Democratic Party,Colorado,HJRes 90,112- 1,Cosponsor
330,John B. Larson,Democratic Party,Connecticut,HJRes 90,112- 1,Cosponsor
331,Rosa L. DeLauro,Democratic Party,Connecticut,HJRes 90,112- 1,Cosponsor
332,Alcee L. Hastings,Democratic Party,Florida,HJRes 90,112- 1,Cosponsor
333,Frederica S. Wilson,Democratic Party,Florida,HJRes 90,112- 1,Cosponsor
