,Name,Party,State,Bill:,Congress-Session:,Category
334,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 90,112- 1,Cosponsor
335,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 90,112- 1,Cosponsor
336,Chellie Pingree,Democratic Party,Maine,HJRes 90,112- 1,Cosponsor
337,Chris Van Hollen Jr.,Democratic Party,Maryland,HJRes 90,112- 1,Cosponsor
338,John P. Sarbanes,Democratic Party,Maryland,HJRes 90,112- 1,Cosponsor
339,Barney Frank,Democratic Party,Massachusetts,HJRes 90,112- 1,Cosponsor
340,John F. Tierney,Democratic Party,Massachusetts,HJRes 90,112- 1,Cosponsor
341,William R. Keating,Democratic Party,Massachusetts,HJRes 90,112- 1,Cosponsor
342,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 90,112- 1,Cosponsor
343,John Conyers Jr.,Democratic Party,Michigan,HJRes 90,112- 1,Cosponsor
344,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 90,112- 1,Cosponsor
345,Frank J. Pallone Jr.,Democratic Party,New Jersey,HJRes 90,112- 1,Cosponsor
346,Charles B. Rangel,Democratic Party,New York,HJRes 90,112- 1,Cosponsor
347,Carolyn B. Maloney,Democratic Party,New York,HJRes 90,112- 1,Cosponsor
348,Eliot L. Engel,Democratic Party,New York,HJRes 90,112- 1,Cosponsor
349,Marcia L. Fudge,Democratic Party,Ohio,HJRes 90,112- 1,Cosponsor
350,Betty Sutton,Democratic Party,Ohio,HJRes 90,112- 1,Cosponsor
351,Peter A. DeFazio,Democratic Party,Oregon,HJRes 90,112- 1,Cosponsor
352,Earl Blumenauer,Democratic Party,Oregon,HJRes 90,112- 1,Cosponsor
353,Steve Cohen,Democratic Party,Tennessee,HJRes 90,112- 1,Cosponsor
354,Sheila Jackson Lee,Democratic Party,Texas,HJRes 90,112- 1,Cosponsor
355,Gene Eugene Green,Democratic Party,Texas,HJRes 90,112- 1,Cosponsor
356,Silvestre Reyes,Democratic Party,Texas,HJRes 90,112- 1,Cosponsor
357,Peter Welch,Democratic Party,Vermont,HJRes 90,112- 1,Cosponsor
358,Gerald E. Connolly,Democratic Party,Virginia,HJRes 90,112- 1,Cosponsor
359,Jim A. McDermott,Democratic Party,Washington,HJRes 90,112- 1,Cosponsor
360,Rick Larsen,Democratic Party,Washington,HJRes 90,112- 1,Cosponsor
361,Moses Ayers McCoid,Republican Party,Iowa,HJRes 125,46- 2,Primary
362,Louis Emory McComas,Republican Party,Maryland,HRes 32,49- 1,Primary
363,Eliot L. Engel,Democratic Party,New York,HJRes 28,115- 1,Primary
364,Salud Carbajal,Democratic Party,California,HJRes 28,115- 1,Cosponsor
365,Ben Erdreich,Democratic Party,Alabama,HJRes 159,101- 1,Primary
366,John Plank Tracey,Republican Party,Missouri,HRes 62,54- 1,Primary
367,Steve A. King,Republican Party,Iowa,HJRes 47,116- 1,Primary
368,Rob Woodall,Republican Party,Georgia,HJRes 47,116- 1,Cosponsor
369,Van Hilleary,Republican Party,Tennessee,HJRes 76,104- 1,Primary
370,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 76,104- 1,Cosponsor
371,Matt Salmon,Republican Party,Arizona,HJRes 76,104- 1,Cosponsor
372,John B. Shadegg,Republican Party,Arizona,HJRes 76,104- 1,Cosponsor
373,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 76,104- 1,Cosponsor
374,Jay Dickey,Republican Party,Arkansas,HJRes 76,104- 1,Cosponsor
375,Tim Hutchinson,Republican Party,Arkansas,HJRes 76,104- 1,Cosponsor
376,Edward R. Royce,Republican Party,California,HJRes 76,104- 1,Cosponsor
377,Sonny Bono,Republican Party,California,HJRes 76,104- 1,Cosponsor
378,George P. Radanovich,Republican Party,California,HJRes 76,104- 1,Cosponsor
379,C. Christopher Cox,Republican Party,California,HJRes 76,104- 1,Cosponsor
380,Dana T. Rohrabacher,Republican Party,California,HJRes 76,104- 1,Cosponsor
381,Joe Scarborough,Republican Party,Florida,HJRes 76,104- 1,Cosponsor
382,Porter J. Goss,Republican Party,Florida,HJRes 76,104- 1,Cosponsor
383,Dan Miller,Republican Party,Florida,HJRes 76,104- 1,Cosponsor
384,Jack Kingston,Republican Party,Georgia,HJRes 76,104- 1,Cosponsor
385,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 76,104- 1,Cosponsor
386,Saxby Chambliss,Republican Party,Georgia,HJRes 76,104- 1,Cosponsor
387,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 76,104- 1,Cosponsor
388,Gerald C. Weller,Republican Party,Illinois,HJRes 76,104- 1,Cosponsor
389,Ray H. LaHood,Republican Party,Illinois,HJRes 76,104- 1,Cosponsor
390,Philip M. Crane,Republican Party,Illinois,HJRes 76,104- 1,Cosponsor
391,Thomas W. Ewing,Republican Party,Illinois,HJRes 76,104- 1,Cosponsor
392,David M. McIntosh,Republican Party,Indiana,HJRes 76,104- 1,Cosponsor
393,Mark Edward Souder,Republican Party,Indiana,HJRes 76,104- 1,Cosponsor
394,Tom P. Latham,Republican Party,Iowa,HJRes 76,104- 1,Cosponsor
395,Samuel D. Brownback,Republican Party,Kansas,HJRes 76,104- 1,Cosponsor
396,Todd Tiahrt,Republican Party,Kansas,HJRes 76,104- 1,Cosponsor
397,Ed Whitfield,Republican Party,Kentucky,HJRes 76,104- 1,Cosponsor
398,Peter I. Blute,Republican Party,Massachusetts,HJRes 76,104- 1,Cosponsor
399,Martin T. Meehan,Democratic Party,Massachusetts,HJRes 76,104- 1,Cosponsor
400,Peter Gerard Torkildsen,Republican Party,Massachusetts,HJRes 76,104- 1,Cosponsor
401,Nick Smith,Republican Party,Michigan,HJRes 76,104- 1,Cosponsor
402,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 76,104- 1,Cosponsor
403,James M. Talent,Republican Party,Missouri,HJRes 76,104- 1,Cosponsor
404,Pat Danner,Democratic Party,Missouri,HJRes 76,104- 1,Cosponsor
405,Melton D. Hancock,Republican Party,Missouri,HJRes 76,104- 1,Cosponsor
406,Jon Lynn Christensen,Republican Party,Nebraska,HJRes 76,104- 1,Cosponsor
407,John Eric Ensign,Republican Party,Nevada,HJRes 76,104- 1,Cosponsor
408,Charles F. Bass,Republican Party,New Hampshire,HJRes 76,104- 1,Cosponsor
409,Richard Zimmer,Republican Party,New Jersey,HJRes 76,104- 1,Cosponsor
410,Bob Franks,Republican Party,New Jersey,HJRes 76,104- 1,Cosponsor
411,L. William Paxon,Republican Party,New York,HJRes 76,104- 1,Cosponsor
412,Michael P. Forbes,Republican Party,New York,HJRes 76,104- 1,Cosponsor
413,Sue W. Kelly,Republican Party,New York,HJRes 76,104- 1,Cosponsor
414,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 76,104- 1,Cosponsor
415,Sue W. Myrick,Republican Party,North Carolina,HJRes 76,104- 1,Cosponsor
416,David Funderburk,Republican Party,North Carolina,HJRes 76,104- 1,Cosponsor
417,Cass Ballenger,Republican Party,North Carolina,HJRes 76,104- 1,Cosponsor
418,Richard M. Burr,Republican Party,North Carolina,HJRes 76,104- 1,Cosponsor
419,Howard Coble,Republican Party,North Carolina,HJRes 76,104- 1,Cosponsor
420,Steven C. LaTourette,Republican Party,Ohio,HJRes 76,104- 1,Cosponsor
421,John A. Boehner,Republican Party,Ohio,HJRes 76,104- 1,Cosponsor
422,Steve J. Chabot,Republican Party,Ohio,HJRes 76,104- 1,Cosponsor
423,Martin R. Hoke,Republican Party,Ohio,HJRes 76,104- 1,Cosponsor
424,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 76,104- 1,Cosponsor
425,Steve Largent,Republican Party,Oklahoma,HJRes 76,104- 1,Cosponsor
426,Wes Cooley,Republican Party,Oregon,HJRes 76,104- 1,Cosponsor
427,Elizabeth Furse,Democratic Party,Oregon,HJRes 76,104- 1,Cosponsor
428,Philip English,Republican Party,Pennsylvania,HJRes 76,104- 1,Cosponsor
429,Jon D. Fox,Republican Party,Pennsylvania,HJRes 76,104- 1,Cosponsor
430,Lindsey O. Graham,Republican Party,South Carolina,HJRes 76,104- 1,Cosponsor
431,Bob Inglis,Republican Party,South Carolina,HJRes 76,104- 1,Cosponsor
432,Ed Bryant,Republican Party,Tennessee,HJRes 76,104- 1,Cosponsor
433,Zach Wamp,Republican Party,Tennessee,HJRes 76,104- 1,Cosponsor
434,Steve Stockman,Republican Party,Texas,HJRes 76,104- 1,Cosponsor
435,Mac M. Thornberry,Republican Party,Texas,HJRes 76,104- 1,Cosponsor
436,Richard K. Armey,Republican Party,Texas,HJRes 76,104- 1,Cosponsor
437,Jack Milton Fields Jr.,Republican Party,Texas,HJRes 76,104- 1,Cosponsor
438,Enid Greene Waldholtz,Republican Party,Utah,HJRes 76,104- 1,Cosponsor
439,Thomas M. Davis III,Republican Party,Virginia,HJRes 76,104- 1,Cosponsor
440,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 76,104- 1,Cosponsor
441,Linda Smith,Republican Party,Washington,HJRes 76,104- 1,Cosponsor
442,Randy J. Tate,Republican Party,Washington,HJRes 76,104- 1,Cosponsor
443,Richard Alan White,Republican Party,Washington,HJRes 76,104- 1,Cosponsor
444,Scott L. Klug,Republican Party,Wisconsin,HJRes 76,104- 1,Cosponsor
445,Mark W. Neumann,Republican Party,Wisconsin,HJRes 76,104- 1,Cosponsor
446,Steven Craig Gunderson,Republican Party,Wisconsin,HJRes 76,104- 1,Cosponsor
447,Wayne A. Allard,Republican Party,Colorado,SJRes 28,105- 1,Primary
448,Carolyn B. Maloney,Democratic Party,New York,HJRes 52,114- 1,Primary
449,Terri A. Sewell,Democratic Party,Alabama,HJRes 52,114- 1,Cosponsor
450,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 52,114- 1,Cosponsor
451,Ruben Gallego,Democratic Party,Arizona,HJRes 52,114- 1,Cosponsor
452,Ann Kirkpatrick,Democratic Party,Arizona,HJRes 52,114- 1,Cosponsor
453,Kyrsten Sinema,Democratic Party,Arizona,HJRes 52,114- 1,Cosponsor
454,Mark DeSaulnier,Democratic Party,California,HJRes 52,114- 1,Cosponsor
455,Lucille Roybal-Allard,Democratic Party,California,HJRes 52,114- 1,Cosponsor
456,Mark Takano,Democratic Party,California,HJRes 52,114- 1,Cosponsor
457,Mike Michael Thompson,Democratic Party,California,HJRes 52,114- 1,Cosponsor
458,Michael M. Honda,Democratic Party,California,HJRes 52,114- 1,Cosponsor
459,Maxine Waters,Democratic Party,California,HJRes 52,114- 1,Cosponsor
460,Loretta B. Sanchez,Democratic Party,California,HJRes 52,114- 1,Cosponsor
461,Judy M. Chu,Democratic Party,California,HJRes 52,114- 1,Cosponsor
462,Julia Brownley,Democratic Party,California,HJRes 52,114- 1,Cosponsor
463,Karen Bass,Democratic Party,California,HJRes 52,114- 1,Cosponsor
464,Lois Capps,Democratic Party,California,HJRes 52,114- 1,Cosponsor
465,Linda T. Sánchez,Democratic Party,California,HJRes 52,114- 1,Cosponsor
466,John Garamendi,Democratic Party,California,HJRes 52,114- 1,Cosponsor
467,Norma Torres,Democratic Party,California,HJRes 52,114- 1,Cosponsor
468,Zoe Lofgren,Democratic Party,California,HJRes 52,114- 1,Cosponsor
469,Susan A. Davis,Democratic Party,California,HJRes 52,114- 1,Cosponsor
470,Ted Lieu,Democratic Party,California,HJRes 52,114- 1,Cosponsor
471,Xavier Becerra,Democratic Party,California,HJRes 52,114- 1,Cosponsor
472,Tony Cárdenas,Democratic Party,California,HJRes 52,114- 1,Cosponsor
473,Raul Ruiz,Democratic Party,California,HJRes 52,114- 1,Cosponsor
474,Pete Aguilar,Democratic Party,California,HJRes 52,114- 1,Cosponsor
475,Scott H. Peters,Democratic Party,California,HJRes 52,114- 1,Cosponsor
476,Sam Farr,Democratic Party,California,HJRes 52,114- 1,Cosponsor
477,Ami Bera,Democratic Party,California,HJRes 52,114- 1,Cosponsor
478,Alan S. Lowenthal,Democratic Party,California,HJRes 52,114- 1,Cosponsor
479,Adam B. Schiff,Democratic Party,California,HJRes 52,114- 1,Cosponsor
480,Barbara Lee,Democratic Party,California,HJRes 52,114- 1,Cosponsor
481,Brad J. Sherman,Democratic Party,California,HJRes 52,114- 1,Cosponsor
482,Jackie Speier,Democratic Party,California,HJRes 52,114- 1,Cosponsor
483,Janice Hahn,Democratic Party,California,HJRes 52,114- 1,Cosponsor
484,Jared Huffman,Democratic Party,California,HJRes 52,114- 1,Cosponsor
485,Jim Costa,Democratic Party,California,HJRes 52,114- 1,Cosponsor
486,Jerry McNerney,Democratic Party,California,HJRes 52,114- 1,Cosponsor
487,Grace F. Napolitano,Democratic Party,California,HJRes 52,114- 1,Cosponsor
488,Doris O. Matsui,Democratic Party,California,HJRes 52,114- 1,Cosponsor
489,Eric Swalwell,Democratic Party,California,HJRes 52,114- 1,Cosponsor
490,Anna G. Eshoo,Democratic Party,California,HJRes 52,114- 1,Cosponsor
491,Juan Vargas,Democratic Party,California,HJRes 52,114- 1,Cosponsor
492,Diana L. DeGette,Democratic Party,Colorado,HJRes 52,114- 1,Cosponsor
493,Ed Perlmutter,Democratic Party,Colorado,HJRes 52,114- 1,Cosponsor
494,Jared Polis,Democratic Party,Colorado,HJRes 52,114- 1,Cosponsor
495,John B. Larson,Democratic Party,Connecticut,HJRes 52,114- 1,Cosponsor
496,Rosa L. DeLauro,Democratic Party,Connecticut,HJRes 52,114- 1,Cosponsor
497,Joe Courtney,Democratic Party,Connecticut,HJRes 52,114- 1,Cosponsor
498,James A. Himes,Democratic Party,Connecticut,HJRes 52,114- 1,Cosponsor
499,Elizabeth H. Esty,Democratic Party,Connecticut,HJRes 52,114- 1,Cosponsor
500,John C. Carney,Democratic Party,Delaware,HJRes 52,114- 1,Cosponsor
501,Lois Frankel,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
502,Kathy Castor,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
503,Theodore E. Deutch,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
504,Patrick Murphy,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
505,Corrine Brown,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
506,Debbie Wasserman Schultz,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
507,Alcee L. Hastings,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
508,Alan Grayson,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
509,Frederica S. Wilson,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
510,Gwen Graham,Democratic Party,Florida,HJRes 52,114- 1,Cosponsor
511,John R. Lewis,Democratic Party,Georgia,HJRes 52,114- 1,Cosponsor
512,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 52,114- 1,Cosponsor
513,David Scott,Democratic Party,Georgia,HJRes 52,114- 1,Cosponsor
514,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 52,114- 1,Cosponsor
515,Madeleine Z. Bordallo,Democratic Party,Guam,HJRes 52,114- 1,Cosponsor
516,Mark Takai,Democratic Party,Hawaii,HJRes 52,114- 1,Cosponsor
517,Tulsi Gabbard,Democratic Party,Hawaii,HJRes 52,114- 1,Cosponsor
518,Luis V. Gutiérrez,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
519,Mike Quigley,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
520,Tammy Duckworth,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
521,Robin Kelly,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
522,Cheri Bustos,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
523,Danny K. Davis,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
524,Bobby L. Rush,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
525,Bill Foster,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
526,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 52,114- 1,Cosponsor
527,André Carson,Democratic Party,Indiana,HJRes 52,114- 1,Cosponsor
528,David Loebsack,Democratic Party,Iowa,HJRes 52,114- 1,Cosponsor
529,John A. Yarmuth,Democratic Party,Kentucky,HJRes 52,114- 1,Cosponsor
530,Cedric L. Richmond,Democratic Party,Louisiana,HJRes 52,114- 1,Cosponsor
531,Chellie Pingree,Democratic Party,Maine,HJRes 52,114- 1,Cosponsor
532,John P. Sarbanes,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
533,Steny H. Hoyer,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
534,John K. Delaney,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
535,Chris Van Hollen Jr.,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
536,C. A. Dutch Ruppersberger,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
537,Donna F. Edwards,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
538,Elijah E. Cummings,Democratic Party,Maryland,HJRes 52,114- 1,Cosponsor
539,Niki S. Tsongas,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
540,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
541,Joseph P. Kennedy III,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
542,Katherine M. Clark,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
543,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
544,William R. Keating,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
545,James P. McGovern,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
546,Richard E. Neal,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
547,Seth Moulton,Democratic Party,Massachusetts,HJRes 52,114- 1,Cosponsor
548,Sander M. Levin,Democratic Party,Michigan,HJRes 52,114- 1,Cosponsor
549,Daniel T. Kildee,Democratic Party,Michigan,HJRes 52,114- 1,Cosponsor
550,Debbie Dingell,Democratic Party,Michigan,HJRes 52,114- 1,Cosponsor
551,Brenda Lawrence,Democratic Party,Michigan,HJRes 52,114- 1,Cosponsor
552,John Conyers Jr.,Democratic Party,Michigan,HJRes 52,114- 1,Cosponsor
553,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 52,114- 1,Cosponsor
554,Richard M. Nolan,Democratic Party,Minnesota,HJRes 52,114- 1,Cosponsor
555,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 52,114- 1,Cosponsor
556,Betty Louise McCollum,Democratic Party,Minnesota,HJRes 52,114- 1,Cosponsor
557,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 52,114- 1,Cosponsor
558,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 52,114- 1,Cosponsor
559,Emanuel Cleaver II,Democratic Party,Missouri,HJRes 52,114- 1,Cosponsor
560,Dina Titus,Democratic Party,Nevada,HJRes 52,114- 1,Cosponsor
561,Ann M. Kuster,Democratic Party,New Hampshire,HJRes 52,114- 1,Cosponsor
562,Leonard Lance,Republican Party,New Jersey,HJRes 52,114- 1,Cosponsor
563,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 52,114- 1,Cosponsor
564,Bonnie Watson Coleman,Democratic Party,New Jersey,HJRes 52,114- 1,Cosponsor
565,Bill J. Pascrell Jr.,Democratic Party,New Jersey,HJRes 52,114- 1,Cosponsor
566,Donald M. Payne Jr.,Democratic Party,New Jersey,HJRes 52,114- 1,Cosponsor
567,Frank J. Pallone Jr.,Democratic Party,New Jersey,HJRes 52,114- 1,Cosponsor
568,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 52,114- 1,Cosponsor
569,Albio Sires,Democratic Party,New Jersey,HJRes 52,114- 1,Cosponsor
570,Donald W. Norcross,Democratic Party,New Jersey,HJRes 52,114- 1,Cosponsor
571,Michelle Lujan Grisham,Democratic Party,New Mexico,HJRes 52,114- 1,Cosponsor
572,Ben Ray Luján,Democratic Party,New Mexico,HJRes 52,114- 1,Cosponsor
573,Nita M. Lowey,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
574,Louise McIntosh Slaughter,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
575,Joseph Crowley,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
576,José E. Serrano,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
577,Kathleen Rice,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
578,Steve J. Israel,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
579,Yvette D. Clarke,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
580,Sean Patrick Maloney,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
581,Paul Tonko,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
582,Charles B. Rangel,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
583,Brian M. Higgins,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
584,Hakeem S. Jeffries,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
585,Gregory W. Meeks,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
586,Jerrold L. Nadler,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
587,Grace Meng,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
588,Eliot L. Engel,Democratic Party,New York,HJRes 52,114- 1,Cosponsor
589,Tom W. Reed II,Republican Party,New York,HJRes 52,114- 1,Cosponsor
590,Renee L. Ellmers,Republican Party,North Carolina,HJRes 52,114- 1,Cosponsor
591,David E. Price,Democratic Party,North Carolina,HJRes 52,114- 1,Cosponsor
592,Alma Adams,Democratic Party,North Carolina,HJRes 52,114- 1,Cosponsor
593,George Kenneth Butterfield Jr.,Democratic Party,North Carolina,HJRes 52,114- 1,Cosponsor
594,Marcy Kaptur,Democratic Party,Ohio,HJRes 52,114- 1,Cosponsor
595,Marcia L. Fudge,Democratic Party,Ohio,HJRes 52,114- 1,Cosponsor
596,Joyce Beatty,Democratic Party,Ohio,HJRes 52,114- 1,Cosponsor
597,Tim J. Ryan,Democratic Party,Ohio,HJRes 52,114- 1,Cosponsor
598,Kurt Schrader,Democratic Party,Oregon,HJRes 52,114- 1,Cosponsor
599,Suzanne Bonamici,Democratic Party,Oregon,HJRes 52,114- 1,Cosponsor
600,Peter A. DeFazio,Democratic Party,Oregon,HJRes 52,114- 1,Cosponsor
601,Earl Blumenauer,Democratic Party,Oregon,HJRes 52,114- 1,Cosponsor
602,Matthew A. Cartwright,Democratic Party,Pennsylvania,HJRes 52,114- 1,Cosponsor
603,Robert Alan Brady,Democratic Party,Pennsylvania,HJRes 52,114- 1,Cosponsor
604,Charles W. Dent,Republican Party,Pennsylvania,HJRes 52,114- 1,Cosponsor
605,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 52,114- 1,Cosponsor
606,Brendan Boyle,Democratic Party,Pennsylvania,HJRes 52,114- 1,Cosponsor
607,Michael F. Doyle Jr.,Democratic Party,Pennsylvania,HJRes 52,114- 1,Cosponsor
608,David N. Cicilline,Democratic Party,Rhode Island,HJRes 52,114- 1,Cosponsor
609,James R. Langevin,Democratic Party,Rhode Island,HJRes 52,114- 1,Cosponsor
610,James E. Clyburn,Democratic Party,South Carolina,HJRes 52,114- 1,Cosponsor
611,Steve Cohen,Democratic Party,Tennessee,HJRes 52,114- 1,Cosponsor
612,Jim Cooper,Democratic Party,Tennessee,HJRes 52,114- 1,Cosponsor
613,Marc A. Veasey,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
614,Sheila Jackson Lee,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
615,Filemon Vela,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
616,Al Green,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
617,Joaquin Castro,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
618,Eddie Bernice Johnson,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
619,Gene Eugene Green,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
620,Lloyd A. Doggett,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
621,Henry Cuellar,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
622,Rubén E. Hinojosa,Democratic Party,Texas,HJRes 52,114- 1,Cosponsor
623,Peter Welch,Democratic Party,Vermont,HJRes 52,114- 1,Cosponsor
624,Stacey Plaskett,Democratic Party,Virgin Islands,HJRes 52,114- 1,Cosponsor
625,Robert C. Scott,Democratic Party,Virginia,HJRes 52,114- 1,Cosponsor
626,Donald Beyer,Democratic Party,Virginia,HJRes 52,114- 1,Cosponsor
627,Gerald E. Connolly,Democratic Party,Virginia,HJRes 52,114- 1,Cosponsor
628,Suzan K. DelBene,Democratic Party,Washington,HJRes 52,114- 1,Cosponsor
629,Rick Larsen,Democratic Party,Washington,HJRes 52,114- 1,Cosponsor
630,Derek Kilmer,Democratic Party,Washington,HJRes 52,114- 1,Cosponsor
631,Jim A. McDermott,Democratic Party,Washington,HJRes 52,114- 1,Cosponsor
632,Adam Smith,Democratic Party,Washington,HJRes 52,114- 1,Cosponsor
633,Denny Heck,Democratic Party,Washington,HJRes 52,114- 1,Cosponsor
634,Mark Pocan,Democratic Party,Wisconsin,HJRes 52,114- 1,Cosponsor
635,Gwen Moore,Democratic Party,Wisconsin,HJRes 52,114- 1,Cosponsor
636,Ron James Kind,Democratic Party,Wisconsin,HJRes 52,114- 1,Cosponsor
637,Cynthia M. Lummis,Republican Party,Wyoming,HJRes 52,114- 1,Cosponsor
638,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 52,114- 1,Cosponsor
639,William Erigena Robinson,Democratic Party,New York,HRes 147,48- 1,Primary
640,Mary L. Landrieu,Democratic Party,Louisiana,SJRes 7,108- 1,Primary
641,Lisa A. Murkowski,Republican Party,Alaska,SJRes 7,108- 1,Cosponsor
642,Ted F. Stevens,Republican Party,Alaska,SJRes 7,108- 1,Cosponsor
643,Saxby Chambliss,Republican Party,Georgia,SJRes 7,108- 1,Cosponsor
644,Edward M. Kennedy,Democratic Party,Massachusetts,SJRES 1,101- 1,Primary
645,Dennis Webster DeConcini,Democratic Party,Arizona,SJRES 1,101- 1,Cosponsor
646,Alan Cranston,Democratic Party,California,SJRES 1,101- 1,Cosponsor
647,Pete Wilson,Republican Party,California,SJRES 1,101- 1,Cosponsor
648,Timothy E. Wirth,Democratic Party,Colorado,SJRES 1,101- 1,Cosponsor
649,Christopher J. Dodd,Democratic Party,Connecticut,SJRES 1,101- 1,Cosponsor
650,Joseph I. Lieberman,Democratic Party,Connecticut,SJRES 1,101- 1,Cosponsor
651,Joseph R. Biden Jr.,Democratic Party,Delaware,SJRES 1,101- 1,Cosponsor
652,Bob Graham,Democratic Party,Florida,SJRES 1,101- 1,Cosponsor
653,Wyche Fowler Jr.,Democratic Party,Georgia,SJRES 1,101- 1,Cosponsor
654,Daniel K. Inouye,Democratic Party,Hawaii,SJRES 1,101- 1,Cosponsor
655,Spark Masayuki Matsunaga,Democratic Party,Hawaii,SJRES 1,101- 1,Cosponsor
656,Alan John Dixon,Democratic Party,Illinois,SJRES 1,101- 1,Cosponsor
657,Paul Martin Simon,Democratic Party,Illinois,SJRES 1,101- 1,Cosponsor
658,Thomas Harkin,Democratic Party,Iowa,SJRES 1,101- 1,Cosponsor
659,Nancy Landon Kassebaum,Republican Party,Kansas,SJRES 1,101- 1,Cosponsor
660,John Bennett Johnston Jr.,Democratic Party,Louisiana,SJRES 1,101- 1,Cosponsor
661,William Sebastian Cohen,Republican Party,Maine,SJRES 1,101- 1,Cosponsor
662,George John Mitchell,Democratic Party,Maine,SJRES 1,101- 1,Cosponsor
663,Barbara A. Mikulski,Democratic Party,Maryland,SJRES 1,101- 1,Cosponsor
