,Name,Party,State,Bill:,Congress-Session:,Category
664,Spencer Abraham,Republican Party,Michigan,SJRes 14,106- 1,Cosponsor
665,Rod Grams,Republican Party,Minnesota,SJRes 14,106- 1,Cosponsor
666,Trent Lott,Republican Party,Mississippi,SJRes 14,106- 1,Cosponsor
667,John Ashcroft,Republican Party,Missouri,SJRes 14,106- 1,Cosponsor
668,Christopher S. Bond,Republican Party,Missouri,SJRes 14,106- 1,Cosponsor
669,Max S. Baucus,Democratic Party,Montana,SJRes 14,106- 1,Cosponsor
670,Conrad Burns,Republican Party,Montana,SJRes 14,106- 1,Cosponsor
671,Charles T. Hagel,Republican Party,Nebraska,SJRes 14,106- 1,Cosponsor
672,Harry M. Reid,Democratic Party,Nevada,SJRes 14,106- 1,Cosponsor
673,Judd A. Gregg,Republican Party,New Hampshire,SJRes 14,106- 1,Cosponsor
674,Robert Smith,Republican Party,New Hampshire,SJRes 14,106- 1,Cosponsor
675,Pete V. Domenici,Republican Party,New Mexico,SJRes 14,106- 1,Cosponsor
676,Jesse Helms,Republican Party,North Carolina,SJRes 14,106- 1,Cosponsor
677,Michael DeWine,Republican Party,Ohio,SJRes 14,106- 1,Cosponsor
678,George V. Voinovich,Republican Party,Ohio,SJRes 14,106- 1,Cosponsor
679,James M. Inhofe,Republican Party,Oklahoma,SJRes 14,106- 1,Cosponsor
680,Don Nickles,Republican Party,Oklahoma,SJRes 14,106- 1,Cosponsor
681,Richard J. Santorum,Republican Party,Pennsylvania,SJRes 14,106- 1,Cosponsor
682,Arlen Specter,Republican Party,Pennsylvania,SJRes 14,106- 1,Cosponsor
683,Ernest F. Hollings,Democratic Party,South Carolina,SJRes 14,106- 1,Cosponsor
684,J. Strom Thurmond,Republican Party,South Carolina,SJRes 14,106- 1,Cosponsor
685,Tim P. Johnson,Democratic Party,South Dakota,SJRes 14,106- 1,Cosponsor
686,William H. Frist,Republican Party,Tennessee,SJRes 14,106- 1,Cosponsor
687,Fred Thompson,Republican Party,Tennessee,SJRes 14,106- 1,Cosponsor
688,Phil Gramm,Republican Party,Texas,SJRes 14,106- 1,Cosponsor
689,Kay Bailey Hutchison,Republican Party,Texas,SJRes 14,106- 1,Cosponsor
690,John W. Warner,Republican Party,Virginia,SJRes 14,106- 1,Cosponsor
691,T. Slade Gorton,Republican Party,Washington,SJRes 14,106- 1,Cosponsor
692,Michael B. Enzi,Republican Party,Wyoming,SJRes 14,106- 1,Cosponsor
693,Craig Thomas,Republican Party,Wyoming,SJRes 14,106- 1,Cosponsor
694,Finis James Garrett,Democratic Party,Tennessee,HJRes 68,68- 1,Primary
695,John Abney Culberson,Republican Party,Texas,HJRes 53,113- 1,Primary
696,Tom Price,Republican Party,Georgia,HJRes 53,113- 1,Cosponsor
697,Trey Gowdy,Republican Party,South Carolina,HJRes 53,113- 1,Cosponsor
698,Mick Mulvaney,Republican Party,South Carolina,HJRes 53,113- 1,Cosponsor
699,Sam Robert Johnson,Republican Party,Texas,HJRes 53,113- 1,Cosponsor
700,Rob Bishop,Republican Party,Utah,HJRes 53,113- 1,Cosponsor
701,Michael B. Enzi,Republican Party,Wyoming,SJRes 34,113- 2,Primary
702,John Cornyn,Republican Party,Texas,SJRes 34,113- 2,Cosponsor
703,John A. Barrasso,Republican Party,Wyoming,SJRes 34,113- 2,Cosponsor
704,Steve J. Chabot,Republican Party,Ohio,HJRes 48,108- 1,Primary
705,Jeff Flake,Republican Party,Arizona,HJRes 48,108- 1,Cosponsor
706,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 48,108- 1,Cosponsor
707,Rick Renzi,Republican Party,Arizona,HJRes 48,108- 1,Cosponsor
708,John B. Shadegg,Republican Party,Arizona,HJRes 48,108- 1,Cosponsor
709,Elton W. Gallegly,Republican Party,California,HJRes 48,108- 1,Cosponsor
710,Edward R. Royce,Republican Party,California,HJRes 48,108- 1,Cosponsor
711,Ken S. Calvert,Republican Party,California,HJRes 48,108- 1,Cosponsor
712,Bob Beauprez,Republican Party,Colorado,HJRes 48,108- 1,Cosponsor
713,Christopher H. Shays,Republican Party,Connecticut,HJRes 48,108- 1,Cosponsor
714,Mark Adam Foley,Republican Party,Florida,HJRes 48,108- 1,Cosponsor
715,Mario Diaz-Balart,Republican Party,Florida,HJRes 48,108- 1,Cosponsor
716,John H. Isakson,Republican Party,Georgia,HJRes 48,108- 1,Cosponsor
717,David Vitter,Republican Party,Louisiana,HJRes 48,108- 1,Cosponsor
718,William J. Jefferson,Democratic Party,Louisiana,HJRes 48,108- 1,Cosponsor
719,Mark R. Kennedy,Republican Party,Minnesota,HJRes 48,108- 1,Cosponsor
720,James A. Gibbons,Republican Party,Nevada,HJRes 48,108- 1,Cosponsor
721,H. James Saxton,Republican Party,New Jersey,HJRes 48,108- 1,Cosponsor
722,Vito J. Fossella Jr.,Republican Party,New York,HJRes 48,108- 1,Cosponsor
723,Deborah D. Pryce,Republican Party,Ohio,HJRes 48,108- 1,Cosponsor
724,Greg P. Walden,Republican Party,Oregon,HJRes 48,108- 1,Cosponsor
725,Barton Jennings Gordon,Democratic Party,Tennessee,HJRes 48,108- 1,Cosponsor
726,Kevin P. Brady,Republican Party,Texas,HJRes 48,108- 1,Cosponsor
727,Mark A. Green,Republican Party,Wisconsin,HJRes 48,108- 1,Cosponsor
728,Emanuel Celler,Democratic Party,New York,HJRes 1,89- 1,Primary
729,Randall H. Cunningham,Republican Party,California,HJRes 4,108- 1,Primary
730,Robert E. Cramer Jr.,Democratic Party,Alabama,HJRes 4,108- 1,Cosponsor
731,Terry Everett,Republican Party,Alabama,HJRes 4,108- 1,Cosponsor
732,Jo Bonner,Republican Party,Alabama,HJRes 4,108- 1,Cosponsor
733,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 4,108- 1,Cosponsor
734,Robert B. Aderholt,Republican Party,Alabama,HJRes 4,108- 1,Cosponsor
735,Don E. Young,Republican Party,Alaska,HJRes 4,108- 1,Cosponsor
736,Trent Franks,Republican Party,Arizona,HJRes 4,108- 1,Cosponsor
737,Rick Renzi,Republican Party,Arizona,HJRes 4,108- 1,Cosponsor
738,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 4,108- 1,Cosponsor
739,Robert Marion Berry,Democratic Party,Arkansas,HJRes 4,108- 1,Cosponsor
740,Darrell E. Issa,Republican Party,California,HJRes 4,108- 1,Cosponsor
741,Loretta B. Sanchez,Democratic Party,California,HJRes 4,108- 1,Cosponsor
742,Joe Baca,Democratic Party,California,HJRes 4,108- 1,Cosponsor
743,Dennis A. Cardoza,Democratic Party,California,HJRes 4,108- 1,Cosponsor
744,Richard W. Pombo,Republican Party,California,HJRes 4,108- 1,Cosponsor
745,John T. Doolittle,Republican Party,California,HJRes 4,108- 1,Cosponsor
746,Duncan L. Hunter,Republican Party,California,HJRes 4,108- 1,Cosponsor
747,Mary Whitaker Bono Mack,Republican Party,California,HJRes 4,108- 1,Cosponsor
748,Edward R. Royce,Republican Party,California,HJRes 4,108- 1,Cosponsor
749,Gary G. Miller,Republican Party,California,HJRes 4,108- 1,Cosponsor
750,Bob Beauprez,Republican Party,Colorado,HJRes 4,108- 1,Cosponsor
751,Thomas G. Tancredo,Republican Party,Colorado,HJRes 4,108- 1,Cosponsor
752,Joel Hefley,Republican Party,Colorado,HJRes 4,108- 1,Cosponsor
753,Marilyn N. Musgrave,Republican Party,Colorado,HJRes 4,108- 1,Cosponsor
754,Nancy Lee Johnson,Republican Party,Connecticut,HJRes 4,108- 1,Cosponsor
755,Robert Ruhl Simmons,Republican Party,Connecticut,HJRes 4,108- 1,Cosponsor
756,Michael Bilirakis,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
757,Mark Adam Foley,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
758,Jeff Miller,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
759,Allen Boyd Jr.,Democratic Party,Florida,HJRes 4,108- 1,Cosponsor
760,Adam H. Putnam,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
761,C. W. Bill Young,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
762,Clifford B. Stearns,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
763,James Davis,Democratic Party,Florida,HJRes 4,108- 1,Cosponsor
764,Tom C. Feeney,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
765,David J. Weldon Jr.,Republican Party,Florida,HJRes 4,108- 1,Cosponsor
766,James Marshall,Democratic Party,Georgia,HJRes 4,108- 1,Cosponsor
767,John Linder,Republican Party,Georgia,HJRes 4,108- 1,Cosponsor
768,David Scott,Democratic Party,Georgia,HJRes 4,108- 1,Cosponsor
769,Michael Allen Collins,Republican Party,Georgia,HJRes 4,108- 1,Cosponsor
770,John H. Isakson,Republican Party,Georgia,HJRes 4,108- 1,Cosponsor
771,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 4,108- 1,Cosponsor
772,C.L. Otter,Republican Party,Idaho,HJRes 4,108- 1,Cosponsor
773,Michael K. Simpson,Republican Party,Idaho,HJRes 4,108- 1,Cosponsor
774,John M. Shimkus,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
775,Philip M. Crane,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
776,Henry John Hyde,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
777,Timothy V. Johnson,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
778,Ray H. LaHood,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
779,Donald A. Manzullo,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
780,Gerald C. Weller,Republican Party,Illinois,HJRes 4,108- 1,Cosponsor
781,Stephen E. Buyer,Republican Party,Indiana,HJRes 4,108- 1,Cosponsor
782,Chris Chocola,Republican Party,Indiana,HJRes 4,108- 1,Cosponsor
783,Dan L. Burton,Republican Party,Indiana,HJRes 4,108- 1,Cosponsor
784,John Nathan Hostettler,Republican Party,Indiana,HJRes 4,108- 1,Cosponsor
785,Mark Edward Souder,Republican Party,Indiana,HJRes 4,108- 1,Cosponsor
786,Leonard L. Boswell,Democratic Party,Iowa,HJRes 4,108- 1,Cosponsor
787,Steve A. King,Republican Party,Iowa,HJRes 4,108- 1,Cosponsor
788,Tom P. Latham,Republican Party,Iowa,HJRes 4,108- 1,Cosponsor
789,James Allen Nussle,Republican Party,Iowa,HJRes 4,108- 1,Cosponsor
790,Todd Tiahrt,Republican Party,Kansas,HJRes 4,108- 1,Cosponsor
791,Jim R. Ryun,Republican Party,Kansas,HJRes 4,108- 1,Cosponsor
792,Harold Rogers,Republican Party,Kentucky,HJRes 4,108- 1,Cosponsor
793,Anne Meagher Northup,Republican Party,Kentucky,HJRes 4,108- 1,Cosponsor
794,Kenneth R. Lucas,Democratic Party,Kentucky,HJRes 4,108- 1,Cosponsor
795,Ron Lewis,Republican Party,Kentucky,HJRes 4,108- 1,Cosponsor
796,Christopher John,Democratic Party,Louisiana,HJRes 4,108- 1,Cosponsor
797,David Vitter,Republican Party,Louisiana,HJRes 4,108- 1,Cosponsor
798,Rodney M. Alexander,Republican Party,Louisiana,HJRes 4,108- 1,Cosponsor
799,William J. Tauzin,Republican Party,Louisiana,HJRes 4,108- 1,Cosponsor
800,Richard Hugh Baker,Republican Party,Louisiana,HJRes 4,108- 1,Cosponsor
801,James O. McCrery III,Republican Party,Louisiana,HJRes 4,108- 1,Cosponsor
802,Michael H. Michaud,Democratic Party,Maine,HJRes 4,108- 1,Cosponsor
803,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 4,108- 1,Cosponsor
804,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 4,108- 1,Cosponsor
805,James P. McGovern,Democratic Party,Massachusetts,HJRes 4,108- 1,Cosponsor
806,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 4,108- 1,Cosponsor
807,Fred Stephen Upton,Republican Party,Michigan,HJRes 4,108- 1,Cosponsor
808,Bart T. Stupak,Democratic Party,Michigan,HJRes 4,108- 1,Cosponsor
809,Mike Rogers,Republican Party,Michigan,HJRes 4,108- 1,Cosponsor
810,Mark R. Kennedy,Republican Party,Minnesota,HJRes 4,108- 1,Cosponsor
811,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 4,108- 1,Cosponsor
812,James M. Ramstad,Republican Party,Minnesota,HJRes 4,108- 1,Cosponsor
813,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 4,108- 1,Cosponsor
814,Roger F. Wicker,Republican Party,Mississippi,HJRes 4,108- 1,Cosponsor
815,Charles W. Pickering Jr.,Republican Party,Mississippi,HJRes 4,108- 1,Cosponsor
816,Gene Taylor,Democratic Party,Mississippi,HJRes 4,108- 1,Cosponsor
817,W. Todd Akin,Republican Party,Missouri,HJRes 4,108- 1,Cosponsor
818,Roy Blunt,Republican Party,Missouri,HJRes 4,108- 1,Cosponsor
819,Ike Skelton,Democratic Party,Missouri,HJRes 4,108- 1,Cosponsor
820,Kenny C. Hulshof,Republican Party,Missouri,HJRes 4,108- 1,Cosponsor
821,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 4,108- 1,Cosponsor
822,Sam B. Graves,Republican Party,Missouri,HJRes 4,108- 1,Cosponsor
823,Dennis Rehberg,Republican Party,Montana,HJRes 4,108- 1,Cosponsor
824,Lee R. Terry,Republican Party,Nebraska,HJRes 4,108- 1,Cosponsor
825,Douglas K. Bereuter,Republican Party,Nebraska,HJRes 4,108- 1,Cosponsor
826,Thomas William Osborne,Republican Party,Nebraska,HJRes 4,108- 1,Cosponsor
827,Shelley Berkley,Democratic Party,Nevada,HJRes 4,108- 1,Cosponsor
828,James A. Gibbons,Republican Party,Nevada,HJRes 4,108- 1,Cosponsor
829,Jon Christopher Porter Sr.,Republican Party,Nevada,HJRes 4,108- 1,Cosponsor
830,Jeb E. Bradley,Republican Party,New Hampshire,HJRes 4,108- 1,Cosponsor
831,Charles F. Bass,Republican Party,New Hampshire,HJRes 4,108- 1,Cosponsor
832,Steven R. Rothman,Democratic Party,New Jersey,HJRes 4,108- 1,Cosponsor
833,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 4,108- 1,Cosponsor
834,Robert E. Andrews,Democratic Party,New Jersey,HJRes 4,108- 1,Cosponsor
835,Frank J. Pallone Jr.,Democratic Party,New Jersey,HJRes 4,108- 1,Cosponsor
836,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 4,108- 1,Cosponsor
837,Robert Menendez,Democratic Party,New Jersey,HJRes 4,108- 1,Cosponsor
838,H. James Saxton,Republican Party,New Jersey,HJRes 4,108- 1,Cosponsor
839,Michael Ferguson,Republican Party,New Jersey,HJRes 4,108- 1,Cosponsor
840,Scott Garrett,Republican Party,New Jersey,HJRes 4,108- 1,Cosponsor
841,Heather A. Wilson,Republican Party,New Mexico,HJRes 4,108- 1,Cosponsor
842,Peter T. King,Republican Party,New York,HJRes 4,108- 1,Cosponsor
843,John E. Sweeney,Republican Party,New York,HJRes 4,108- 1,Cosponsor
844,Joseph Crowley,Democratic Party,New York,HJRes 4,108- 1,Cosponsor
845,Michael R. McNulty,Democratic Party,New York,HJRes 4,108- 1,Cosponsor
846,John M. McHugh,Republican Party,New York,HJRes 4,108- 1,Cosponsor
847,Sherwood L. Boehlert,Republican Party,New York,HJRes 4,108- 1,Cosponsor
848,Sue W. Kelly,Republican Party,New York,HJRes 4,108- 1,Cosponsor
849,Jack Quinn,Republican Party,New York,HJRes 4,108- 1,Cosponsor
850,Carolyn McCarthy,Democratic Party,New York,HJRes 4,108- 1,Cosponsor
851,James T. Walsh,Republican Party,New York,HJRes 4,108- 1,Cosponsor
852,Amory Houghton Jr.,Republican Party,New York,HJRes 4,108- 1,Cosponsor
853,Thomas M. Reynolds,Republican Party,New York,HJRes 4,108- 1,Cosponsor
854,Vito J. Fossella Jr.,Republican Party,New York,HJRes 4,108- 1,Cosponsor
855,Mike McIntyre,Democratic Party,North Carolina,HJRes 4,108- 1,Cosponsor
856,Richard M. Burr,Republican Party,North Carolina,HJRes 4,108- 1,Cosponsor
857,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 4,108- 1,Cosponsor
858,Robin C. Hayes,Republican Party,North Carolina,HJRes 4,108- 1,Cosponsor
859,Charles H. Taylor,Republican Party,North Carolina,HJRes 4,108- 1,Cosponsor
860,Howard Coble,Republican Party,North Carolina,HJRes 4,108- 1,Cosponsor
861,Earl Ralph Pomeroy,Democratic Party,North Dakota,HJRes 4,108- 1,Cosponsor
862,Robert William Ney,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
863,Ted Strickland,Democratic Party,Ohio,HJRes 4,108- 1,Cosponsor
864,David Lee Hobson,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
865,Patrick J. Tiberi,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
866,Michael G. Oxley,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
867,Steve J. Chabot,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
868,John A. Boehner,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
869,Marcy Kaptur,Democratic Party,Ohio,HJRes 4,108- 1,Cosponsor
870,Robert J. Portman,Republican Party,Ohio,HJRes 4,108- 1,Cosponsor
871,Frank D. Lucas,Republican Party,Oklahoma,HJRes 4,108- 1,Cosponsor
872,John A. Sullivan,Republican Party,Oklahoma,HJRes 4,108- 1,Cosponsor
873,Tom Cole,Republican Party,Oklahoma,HJRes 4,108- 1,Cosponsor
874,Brad Carson,Democratic Party,Oklahoma,HJRes 4,108- 1,Cosponsor
875,Ernest J. Istook Jr.,Republican Party,Oklahoma,HJRes 4,108- 1,Cosponsor
876,Greg P. Walden,Republican Party,Oregon,HJRes 4,108- 1,Cosponsor
877,Paul E. Kanjorski,Democratic Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
878,John P. Murtha,Democratic Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
879,Donald L. Sherwood,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
880,Patrick J. Toomey,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
881,Tim Holden,Democratic Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
882,Todd R. Platts,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
883,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
884,Tim Murphy,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
885,Jim Gerlach,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
886,Melissa A. Hart,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
887,Michael F. Doyle Jr.,Democratic Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
888,John E. Peterson,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
889,Philip English,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
890,Bill Shuster,Republican Party,Pennsylvania,HJRes 4,108- 1,Cosponsor
891,James R. Langevin,Democratic Party,Rhode Island,HJRes 4,108- 1,Cosponsor
892,Joe G. Wilson,Republican Party,South Carolina,HJRes 4,108- 1,Cosponsor
893,James Gresham Barrett,Republican Party,South Carolina,HJRes 4,108- 1,Cosponsor
894,Henry E. Brown Jr.,Republican Party,South Carolina,HJRes 4,108- 1,Cosponsor
895,William J. Janklow,Republican Party,South Dakota,HJRes 4,108- 1,Cosponsor
896,Zach Wamp,Republican Party,Tennessee,HJRes 4,108- 1,Cosponsor
897,William Lewis Jenkins,Republican Party,Tennessee,HJRes 4,108- 1,Cosponsor
898,Lincoln Davis,Democratic Party,Tennessee,HJRes 4,108- 1,Cosponsor
899,Barton Jennings Gordon,Democratic Party,Tennessee,HJRes 4,108- 1,Cosponsor
900,Marsha W. Blackburn,Republican Party,Tennessee,HJRes 4,108- 1,Cosponsor
901,Kevin P. Brady,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
902,Gene Eugene Green,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
903,Thomas Edwards,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
904,Charles W. Stenholm,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
905,John Abney Culberson,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
906,Henry Bonilla,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
907,Joe Linus Barton,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
908,Silvestre Reyes,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
909,Max A. Sandlin Jr.,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
910,James Turner,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
911,Jonas Frost III,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
912,Nicholas V. Lampson,Democratic Party,Texas,HJRes 4,108- 1,Cosponsor
913,Kay Granger,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
914,Jeb Hensarling,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
915,Pete A. Sessions,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
916,Michael C. Burgess,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
917,John R. Carter,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
918,Lamar S. Smith,Republican Party,Texas,HJRes 4,108- 1,Cosponsor
919,Jo Ann S. Davis,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
920,Thomas M. Davis III,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
921,Frank R. Wolf,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
922,Edward L. Schrock,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
923,J. Randy Forbes,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
924,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
925,Jo Ann S. Davis,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
926,Thomas M. Davis III,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
927,Eric I. Cantor,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
928,Bob W. Goodlatte,Republican Party,Virginia,HJRes 4,108- 1,Cosponsor
929,Adam Smith,Democratic Party,Washington,HJRes 4,108- 1,Cosponsor
930,Doc Hastings,Republican Party,Washington,HJRes 4,108- 1,Cosponsor
931,Shelley Moore Capito,Republican Party,West Virginia,HJRes 4,108- 1,Cosponsor
932,Alan B. Mollohan,Democratic Party,West Virginia,HJRes 4,108- 1,Cosponsor
933,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 4,108- 1,Cosponsor
934,Mark A. Green,Republican Party,Wisconsin,HJRes 4,108- 1,Cosponsor
935,Paul D. Ryan,Republican Party,Wisconsin,HJRes 4,108- 1,Cosponsor
936,Barbara L. Cubin,Republican Party,Wyoming,HJRes 4,108- 1,Cosponsor
937,Lisa A. Murkowski,Republican Party,Alaska,SJRes 11,111- 1,Primary
938,Robert C. Byrd,Democratic Party,West Virginia,SJRes 11,111- 1,Cosponsor
939,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 21,105- 1,Primary
940,William Edwin Chilton,Democratic Party,West Virginia,SJRes 126,63- 2,Primary
941,Sam Robert Johnson,Republican Party,Texas,HJRes 45,106- 1,Primary
942,Terry Everett,Republican Party,Alabama,HJRes 45,106- 1,Cosponsor
943,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 45,106- 1,Cosponsor
944,Robert Stump,Republican Party,Arizona,HJRes 45,106- 1,Cosponsor
945,Tom Campbell,Republican Party,California,HJRes 45,106- 1,Cosponsor
946,C. Christopher Cox,Republican Party,California,HJRes 45,106- 1,Cosponsor
947,John T. Doolittle,Republican Party,California,HJRes 45,106- 1,Cosponsor
948,Walter Herger,Republican Party,California,HJRes 45,106- 1,Cosponsor
949,William M. Thomas,Republican Party,California,HJRes 45,106- 1,Cosponsor
950,Ron Packard,Republican Party,California,HJRes 45,106- 1,Cosponsor
951,Joel Hefley,Republican Party,Colorado,HJRes 45,106- 1,Cosponsor
952,Bob Schaffer,Republican Party,Colorado,HJRes 45,106- 1,Cosponsor
953,Thomas G. Tancredo,Republican Party,Colorado,HJRes 45,106- 1,Cosponsor
954,Michael Bilirakis,Republican Party,Florida,HJRes 45,106- 1,Cosponsor
955,Dan Miller,Republican Party,Florida,HJRes 45,106- 1,Cosponsor
956,Bob Barr,Republican Party,Georgia,HJRes 45,106- 1,Cosponsor
957,Saxby Chambliss,Republican Party,Georgia,HJRes 45,106- 1,Cosponsor
958,John Linder,Republican Party,Georgia,HJRes 45,106- 1,Cosponsor
959,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 45,106- 1,Cosponsor
960,John Nathan Hostettler,Republican Party,Indiana,HJRes 45,106- 1,Cosponsor
961,Dan L. Burton,Republican Party,Indiana,HJRes 45,106- 1,Cosponsor
962,John Cooksey,Republican Party,Louisiana,HJRes 45,106- 1,Cosponsor
963,William J. Tauzin,Republican Party,Louisiana,HJRes 45,106- 1,Cosponsor
964,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 45,106- 1,Cosponsor
965,Dave Lee Camp,Republican Party,Michigan,HJRes 45,106- 1,Cosponsor
966,James A. Gibbons,Republican Party,Nevada,HJRes 45,106- 1,Cosponsor
967,Joseph Skeen,Republican Party,New Mexico,HJRes 45,106- 1,Cosponsor
968,Cass Ballenger,Republican Party,North Carolina,HJRes 45,106- 1,Cosponsor
969,Sue W. Myrick,Republican Party,North Carolina,HJRes 45,106- 1,Cosponsor
970,Steve Largent,Republican Party,Oklahoma,HJRes 45,106- 1,Cosponsor
971,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 45,106- 1,Cosponsor
972,Joe Linus Barton,Republican Party,Texas,HJRes 45,106- 1,Cosponsor
973,Henry Bonilla,Republican Party,Texas,HJRes 45,106- 1,Cosponsor
974,Thomas Dale DeLay,Republican Party,Texas,HJRes 45,106- 1,Cosponsor
975,Ronald E. Paul,Republican Party,Texas,HJRes 45,106- 1,Cosponsor
976,Pete A. Sessions,Republican Party,Texas,HJRes 45,106- 1,Cosponsor
977,Robert Stump,Republican Party,Arizona,HJRes 181,101- 1,Primary
978,Jon Kyl,Republican Party,Arizona,HJRes 181,101- 1,Cosponsor
979,Tommy Franklin Robinson,Republican Party,Arkansas,HJRes 181,101- 1,Cosponsor
980,Walter Herger,Republican Party,California,HJRes 181,101- 1,Cosponsor
981,Ron Packard,Republican Party,California,HJRes 181,101- 1,Cosponsor
982,Helen Delich Bentley,Republican Party,Maryland,HJRes 181,101- 1,Cosponsor
983,Barbara Farrell Vucanovich,Republican Party,Nevada,HJRes 181,101- 1,Cosponsor
984,Norman Frederick Lent,Republican Party,New York,HJRes 181,101- 1,Cosponsor
985,Bob McEwen,Republican Party,Ohio,HJRes 181,101- 1,Cosponsor
986,Ronald K. Machtley,Republican Party,Rhode Island,HJRes 181,101- 1,Cosponsor
987,Orrin G. Hatch,Republican Party,Utah,SJRes 31,104- 1,Primary
988,Howell Thomas Heflin,Democratic Party,Alabama,SJRes 31,104- 1,Cosponsor
989,Richard C. Shelby,Republican Party,Alabama,SJRes 31,104- 1,Cosponsor
990,Frank H. Murkowski,Republican Party,Alaska,SJRes 31,104- 1,Cosponsor
991,Ted F. Stevens,Republican Party,Alaska,SJRes 31,104- 1,Cosponsor
992,Jon Kyl,Republican Party,Arizona,SJRes 31,104- 1,Cosponsor
993,John S. McCain,Republican Party,Arizona,SJRes 31,104- 1,Cosponsor
994,Dianne Feinstein,Democratic Party,California,SJRes 31,104- 1,Cosponsor
995,Ben Nighthorse Campbell,Republican Party,Colorado,SJRes 31,104- 1,Cosponsor
996,George Hanks Brown,Republican Party,Colorado,SJRes 31,104- 1,Cosponsor
