,Name,Party,State,Bill:,Congress-Session:,Category
105,William D. Delahunt,Democratic Party,Massachusetts,HJRes 40,107- 1,Cosponsor
106,Barney Frank,Democratic Party,Massachusetts,HJRes 40,107- 1,Cosponsor
107,Richard E. Neal,Democratic Party,Massachusetts,HJRes 40,107- 1,Cosponsor
108,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 40,107- 1,Cosponsor
109,David E. Bonior,Democratic Party,Michigan,HJRes 40,107- 1,Cosponsor
110,John Conyers Jr.,Democratic Party,Michigan,HJRes 40,107- 1,Cosponsor
111,John D. Dingell,Democratic Party,Michigan,HJRes 40,107- 1,Cosponsor
112,James A. Barcia,Democratic Party,Michigan,HJRes 40,107- 1,Cosponsor
113,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 40,107- 1,Cosponsor
114,James L. Oberstar,Democratic Party,Minnesota,HJRes 40,107- 1,Cosponsor
115,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 40,107- 1,Cosponsor
116,Richard Andrew Gephardt,Democratic Party,Missouri,HJRes 40,107- 1,Cosponsor
117,Shelley Berkley,Democratic Party,Nevada,HJRes 40,107- 1,Cosponsor
118,Charles F. Bass,Republican Party,New Hampshire,HJRes 40,107- 1,Cosponsor
119,Robert E. Andrews,Democratic Party,New Jersey,HJRes 40,107- 1,Cosponsor
120,Robert Menendez,Democratic Party,New Jersey,HJRes 40,107- 1,Cosponsor
121,Steven R. Rothman,Democratic Party,New Jersey,HJRes 40,107- 1,Cosponsor
122,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 40,107- 1,Cosponsor
123,Gary L. Ackerman,Democratic Party,New York,HJRes 40,107- 1,Cosponsor
124,Sherwood L. Boehlert,Republican Party,New York,HJRes 40,107- 1,Cosponsor
125,Joseph Crowley,Democratic Party,New York,HJRes 40,107- 1,Cosponsor
126,Eliot L. Engel,Democratic Party,New York,HJRes 40,107- 1,Cosponsor
127,Benjamin Gilman,Republican Party,New York,HJRes 40,107- 1,Cosponsor
128,Maurice D. Hinchey,Democratic Party,New York,HJRes 40,107- 1,Cosponsor
129,Carolyn McCarthy,Democratic Party,New York,HJRes 40,107- 1,Cosponsor
130,John E. Sweeney,Republican Party,New York,HJRes 40,107- 1,Cosponsor
131,Eva Clayton,Democratic Party,North Carolina,HJRes 40,107- 1,Cosponsor
132,David E. Price,Democratic Party,North Carolina,HJRes 40,107- 1,Cosponsor
133,Sherrod Brown,Democratic Party,Ohio,HJRes 40,107- 1,Cosponsor
134,Thomas C. Sawyer,Democratic Party,Ohio,HJRes 40,107- 1,Cosponsor
135,Ted Strickland,Democratic Party,Ohio,HJRes 40,107- 1,Cosponsor
136,Tony P. Hall,Democratic Party,Ohio,HJRes 40,107- 1,Cosponsor
137,Brad Carson,Democratic Party,Oklahoma,HJRes 40,107- 1,Cosponsor
138,Earl Blumenauer,Democratic Party,Oregon,HJRes 40,107- 1,Cosponsor
139,Peter A. DeFazio,Democratic Party,Oregon,HJRes 40,107- 1,Cosponsor
140,Robert Alan Brady,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
141,William J. Coyne,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
142,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
143,James C. Greenwood,Republican Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
144,Joseph M. Hoeffel,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
145,Tim Holden,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
146,Robert A. Borski,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
147,Frank Mascara,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
148,Michael F. Doyle Jr.,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
149,Paul E. Kanjorski,Democratic Party,Pennsylvania,HJRes 40,107- 1,Cosponsor
150,Aníbal Acevedo-Vilá,Popular Democratic Party,Puerto Rico,HJRes 40,107- 1,Cosponsor
151,James E. Clyburn,Democratic Party,South Carolina,HJRes 40,107- 1,Cosponsor
152,John McKee Spratt Jr.,Democratic Party,South Carolina,HJRes 40,107- 1,Cosponsor
153,Robert Clement,Democratic Party,Tennessee,HJRes 40,107- 1,Cosponsor
154,Harold E. Ford Jr.,Democratic Party,Tennessee,HJRes 40,107- 1,Cosponsor
155,Ken Bentsen,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
156,Thomas Edwards,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
157,Jonas Frost III,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
158,Charles A. Gonzalez,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
159,Rubén E. Hinojosa,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
160,Gene Eugene Green,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
161,Ralph M. Hall,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
162,Max A. Sandlin Jr.,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
163,Lloyd A. Doggett,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
164,Nicholas V. Lampson,Democratic Party,Texas,HJRes 40,107- 1,Cosponsor
165,Donna M. Christensen,Democratic Party,Virgin Islands,HJRes 40,107- 1,Cosponsor
166,Frederick C. Boucher,Democratic Party,Virginia,HJRes 40,107- 1,Cosponsor
167,Robert C. Scott,Democratic Party,Virginia,HJRes 40,107- 1,Cosponsor
168,Brian N. Baird,Democratic Party,Washington,HJRes 40,107- 1,Cosponsor
169,Norman D. Dicks,Democratic Party,Washington,HJRes 40,107- 1,Cosponsor
170,Adam Smith,Democratic Party,Washington,HJRes 40,107- 1,Cosponsor
171,Rick Larsen,Democratic Party,Washington,HJRes 40,107- 1,Cosponsor
172,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 40,107- 1,Cosponsor
173,Tammy Baldwin,Democratic Party,Wisconsin,HJRes 40,107- 1,Cosponsor
174,Thomas M. Barrett,Democratic Party,Wisconsin,HJRes 40,107- 1,Cosponsor
175,Thomas Chipman McRae,Democratic Party,Arkansas,HRes 89,53- 2,Primary
