id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9,flag_title,flag_text,flag
9428,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-02-02,95,NA,NA,NA,Treen,Louisiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9473,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-03-24,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9494,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-04-28,95,NA,NA,NA,Dornan,California,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9502,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-06,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9503,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-06,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9509,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-17,95,NA,NA,NA,Blouin,Iowa,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9511,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-18,95,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9512,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-18,95,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9513,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-24,95,NA,NA,NA,Findley,Illinois,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9514,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-05-24,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9522,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-06-17,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9534,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-08-05,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9537,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-09-16,95,NA,NA,NA,Neal,North Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9538,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-09-26,95,NA,NA,NA,Sawyer,Michigan,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9539,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-09-27,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9543,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1977-10-12,95,NA,NA,NA,Tucker,Alaska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9569,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-03-06,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9575,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-04-25,95,NA,NA,NA,Latta,Ohio,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9577,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-05-04,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9579,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-05-17,95,NA,NA,NA,Coleman,Missouri,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9583,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-01,95,NA,NA,NA,Hall,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9586,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-07,95,NA,NA,NA,Symms,Idaho,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9587,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-09,95,NA,NA,NA,Hagedorn,Minnesota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9588,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-12,95,NA,NA,NA,Crane,Illinois,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9589,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-13,95,NA,NA,NA,Coleman,Missouri,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9590,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-13,95,NA,NA,NA,Coleman,Missouri,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9591,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-13,95,NA,NA,NA,Coleman,Missouri,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9592,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-13,95,NA,NA,NA,Coleman,Missouri,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9594,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-21,95,NA,NA,NA,Hagedorn,Minnesota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9595,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-21,95,NA,NA,NA,Hagedorn,Minnesota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9596,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-21,95,NA,NA,NA,Latta,Ohio,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9598,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-28,95,NA,NA,NA,Hall,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9599,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-06-29,95,NA,NA,NA,Leach,Iowa,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9601,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-07-13,95,NA,NA,NA,Fugua,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9603,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-07-20,95,NA,NA,NA,Crane,Illinois,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9605,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-07-25,95,NA,NA,NA,Quillen,Tennessee,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9611,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-08-07,95,NA,NA,NA,Kazen,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9612,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-08-10,95,NA,NA,NA,White,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9613,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-08-17,95,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9615,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-09-12,95,NA,NA,NA,Rose,North Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9616,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-09-14,95,NA,NA,NA,Roberts,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9617,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-10-04,95,NA,NA,NA,White,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9619,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-10-05,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9621,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-10-06,95,NA,NA,NA,Jacobs,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9623,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-10-13,95,NA,NA,NA,Rooney,Pennsylvania,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9624,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1978-10-13,95,NA,NA,NA,White,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9630,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-15,96,NA,NA,NA,Lugar,Indiana,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9631,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-15,96,NA,NA,NA,Dole,Kansas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9633,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget; debt reduction,1979-01-15,96,NA,NA,NA,Armstrong,Colorado,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9634,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-15,96,NA,NA,NA,McClure,Idaho,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9635,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-15,96,NA,NA,NA,McClure,Idaho,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9636,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-15,96,NA,NA,NA,Talmadge,Georgia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9638,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-15,96,NA,NA,NA,Helms,North Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9639,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-01-18,96,NA,NA,NA,Wallop,Wyoming,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9640,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget; debt reduction,1979-01-18,96,NA,NA,NA,Thurmond,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9648,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-02-07,96,NA,NA,NA,Heflin,Alabama,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9649,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-02-08,96,NA,NA,NA,H. Byrd,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9650,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-03-07,96,NA,NA,NA,H. Byrd,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9651,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget; debt reduction,1979-03-07,96,NA,NA,NA,H. Byrd,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9655,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget; compensate States for federally--mandated activities,1979-04-05,96,NA,NA,NA,Heinz,Pennsylvania,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9656,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget; tax indexing,1979-05-09,96,NA,NA,NA,Armstrong,Colorado,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9657,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-05-17,96,NA,NA,NA,H. Byrd,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9658,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-06-07,96,NA,NA,NA,Hatch,Utah,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9659,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget; tax indexing,1979-07-09,96,NA,NA,NA,Armstrong,Colorado,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
9663,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing the budget,1979-12-14,96,NA,NA,NA,DeConcini,Arizona,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
