id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9,flag_title,flag_text,flag
4422,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,"Relating to fiscal matters, maintaining a balanced budget",1949-03-25,81,NA,NA,NA,Tydings,Maryland,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
4778,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Relative to the balancing of the budget,1956-01-25,84,NA,NA,NA,Byrd,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
4906,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Provides for the balancing of the budget,1957-01-22,85,NA,NA,NA,Bridges,New Hampshire,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
4990,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires the Congress to stay in session each year until a balanced budget is produced,1957-01-29,85,NA,NA,NA,Laird,Wisconsin,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
4992,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires the Congress to stay in session each year until a balanced budget is produced,1957-01-31,85,NA,NA,NA,Gwinn,New York,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5004,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires the Congress of the United States to stay in session each year until it has produced a balanced budget,1957-03-06,85,NA,NA,NA,Alger,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5010,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires the Congress of the United States to stay in session each year until it has produced a balanced budget,1957-03-18,85,NA,NA,NA,Cunningham,Iowa,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5101,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires the Congress to stay in session each year until it has produced a balanced budget,1959-05-26,86,NA,NA,NA,Bridges,New Hampshire,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5111,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Relates to the balancing of the budget,1960-03-17,86,NA,NA,NA,Bridges,New Hampshire,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5148,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires Congress to stay in session each year until it has produced a balanced budget except in times of emergencies,1959-01-07,86,NA,NA,NA,Laird,Wisconsin,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5176,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires Congress to stay in session each year until it has produced a balanced budget except in times of emergencies,1959-01-20,86,NA,NA,NA,Alger,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5221,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Requires Congress to stay in session each year until it has produced a balanced budget except in times of emergencies,1959-02-12,86,NA,NA,NA,Cunningham,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5288,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Relates to the balancing of the budget,1960-03-21,86,NA,NA,NA,Pelly,Washington,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5289,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Relates to the balancing of the budget,1960-03-29,86,NA,NA,NA,Jensen,Iowa,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5320,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relative to the balancing of the budget,1961-01-26,87,NA,NA,NA,Bridges,New Hampshire,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5344,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relative to the balancing of the budget,1962-03-01,87,NA,NA,NA,Tower,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5356,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relative to the balancing of the budget,1961-01-03,87,NA,NA,NA,Alger,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5461,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relative to the balancing of the budget,1961-02-27,87,NA,NA,NA,Pelly,Washington,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5706,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-01-23,88,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5714,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-02-28,88,NA,NA,NA,Tower,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5750,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-01-09,88,NA,NA,NA,Alger,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5798,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-01-09,88,NA,NA,NA,Kilgore,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5850,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-01-28,88,NA,NA,NA,Berry,South Dakota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5854,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-01-28,88,NA,NA,NA,Synder,Kentucky,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
5881,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1963-02-28,88,NA,NA,NA,Watson,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6113,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1964-03-25,88,NA,NA,NA,Pickle,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6231,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-01-15,89,NA,NA,NA,Thurmond,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6234,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-01-19,89,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6241,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-03-10,89,NA,NA,NA,Tower,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6298,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-01-04,89,NA,NA,NA,de la Garza,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6411,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-01-25,89,NA,NA,NA,Berry,South Dakota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6441,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-02-01,89,NA,NA,NA,Watson,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6463,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-02-09,89,NA,NA,NA,Devine,Ohio,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6482,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1965-02-24,89,NA,NA,NA,Baring,Nevada,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6736,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1967-02-08,90,NA,NA,NA,Thurmond,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6738,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1967-03-10,90,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6775,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1967-01-10,90,NA,NA,NA,de la Garza,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6824,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1967-01-16,90,NA,NA,NA,Berry,South Dakota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
6904,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Balancing the budget,1967-02-08,90,NA,NA,NA,Snyder,Kentucky,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
7269,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing of the budget,1969-03-04,91,NA,NA,NA,Thurmond,South Carolina,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
7282,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing of the budget,1969-06-05,91,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
7293,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Submission of balanced Federal funds budgets,1970-10-02,91,NA,NA,NA,Fannin,Arizona,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
7307,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced federal budget,1969-01-03,91,NA,NA,NA,de la Garza,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
7578,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balancing of the budget,1969-02-20,91,NA,NA,NA,Berry,South Dakota,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8043,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget and action by Congress,1971-07-12,92,NA,NA,NA,Fannin,Arizona,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8094,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced federal budget,1971-01-22,92,NA,NA,NA,de la Garza,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8310,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1971-03-01,92,NA,NA,NA,Miller,Ohio,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8321,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1971-03-04,92,NA,NA,NA,Archer,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8467,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1971-12-10,92,NA,NA,NA,Saylor,Pennsylvania,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8469,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1972-01-18,92,NA,NA,NA,Bevill,Alabama,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8487,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1972-03-01,92,NA,NA,NA,Abbitt,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8500,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1972-03-21,92,NA,NA,NA,Abbitt,Virginia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8551,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-01-23,93,NA,NA,NA,Talmadge,Georgia,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8575,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-07-30,93,NA,NA,NA,Curtis,Nebraska,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8586,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-01-03,93,NA,NA,NA,Archer,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8624,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-01-03,93,NA,NA,NA,de la Garza,Texas,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8637,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-01-03,93,NA,NA,NA,Runnels,New Mexico,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8647,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-01-06,93,NA,NA,NA,Bevill,Alabama,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8672,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-01-11,93,NA,NA,NA,Saylor,Pennsylvania,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8731,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-02-08,93,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8741,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-02-22,93,NA,NA,NA,Bafalis,Florida,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
8743,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Balanced Federal budget,1973-02-22,93,NA,NA,NA,Rousselot,California,NA,NA,NA,NA,NA,balbudgt,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE
