id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9
6574,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Prayer in public schools, and reliance upon God in governmental matters",1965-07-08,89,NA,NA,NA,Chamberlain,Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6578,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Prayer in public schools, and reliance upon God in governmental matters",1965-07-14,89,NA,NA,NA,Sikes,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6648,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Prayer in public schools, and reliance upon God in governmental matters",1966-02-09,89,NA,NA,NA,Devine,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6656,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-03-08,89,NA,NA,NA,Fulton,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6659,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Prayer in public schools, and reliance upon God in governmental matters",1966-03-15,89,NA,NA,NA,Ashbrook,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6662,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-03-23,89,NA,NA,NA,Harvey,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6663,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Prayer in public schools, and reliance upon God in governmental matters",1966-03-29,89,NA,NA,NA,Dowdy,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6666,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-04,89,NA,NA,NA,Johnson,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6669,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-06,89,NA,NA,NA,Murphy,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6670,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-19,89,NA,NA,NA,Hosmer,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6672,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-20,89,NA,NA,NA,Collier,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6673,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-20,89,NA,NA,NA,Garmatz,Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6675,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-26,89,NA,NA,NA,Reid,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6677,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-27,89,NA,NA,NA,Dent,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6680,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Prayer in public schools, and reliance upon God in governmental matters",1966-05-17,89,NA,NA,NA,Cramer,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6683,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-05-31,89,NA,NA,NA,Baring,Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6690,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-06-22,89,NA,NA,NA,Clawson,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6691,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-06-22,89,NA,NA,NA,King,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6695,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-07-26,89,NA,NA,NA,Carter,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6696,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-07-27,89,NA,NA,NA,Bates,Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6700,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-08-09,89,NA,NA,NA,Abernethy,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6711,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-09-06,89,NA,NA,NA,Morrison,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6718,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1966-04-20,89,NA,NA,NA,Reid,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6719,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-11,90,NA,NA,TRUE,Dirksen,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6755,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Abernethy,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6758,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Bates,Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6764,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Broyhill,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6768,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Carter,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6770,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Chamberlain,Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6772,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Cramer,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6778,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Dowdy,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6779,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Edmondson,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6782,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Fuqua,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6787,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Hansen,Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6790,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Hosmer,California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6791,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Johnson,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6799,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Murphy,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6812,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-10,90,NA,NA,NA,Williams,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6819,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-12,90,NA,NA,NA,Berry,South Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6822,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-12,90,NA,NA,NA,Reid,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6828,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-16,90,NA,NA,NA,Roberts,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6834,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-16,90,NA,NA,NA,Whitten,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6840,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-17,90,NA,NA,NA,Flynt,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6850,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-19,90,NA,NA,NA,Fallon,Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6851,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-19,90,NA,NA,NA,Moore,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6854,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-23,90,NA,NA,NA,Baring,Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6868,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-25,90,NA,NA,NA,Watkins,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6874,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-26,90,NA,NA,NA,Daniels,New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6876,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-26,90,NA,NA,NA,Price,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6878,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-30,90,NA,NA,NA,Brock,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6884,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-01-31,90,NA,NA,NA,Hagan,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6890,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-02,90,NA,NA,NA,Dent,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6894,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-02,90,NA,NA,NA,Herlong,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6901,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-08,90,NA,NA,NA,Fulton,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6902,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-08,90,NA,NA,NA,Roudenbush,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6905,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-08,90,NA,NA,NA,Snyder,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6911,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-15,90,NA,NA,NA,Rarick,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6913,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-15,90,NA,NA,NA,Sikes,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6921,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-02-20,90,NA,NA,NA,Meskill,Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6965,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-03-07,90,NA,NA,NA,Adair,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6977,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-03-13,90,NA,NA,NA,Lukens,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7001,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-03-22,90,NA,NA,NA,Whalley,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7015,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-04-27,90,NA,NA,NA,Rogers,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7021,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-05-03,90,NA,NA,NA,Devine,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7028,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-05-15,90,NA,NA,NA,Watson,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7029,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1967-05-15,90,NA,NA,NA,Bevill,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
